Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly) 
 01/05  10:00:00,1.9083333333333332,,0.45333276990038107,9.089909209357424,80.4487970419349,11.038124229221799,70.60859876093123,8.809671352376315,81.98622629148176,16.925949474353605,48.17710012347212 
 01/05  11:00:00,3.5416666666666665,,1.6220584828070683,9.316999811437901,79.95141790188184,11.485424714192419,69.17422041266487,9.306371861891028,80.01218496983397,16.93021487729504,48.60292708733643 
 01/05  12:00:00,6.191666666666666,,3.733859178112283,9.835449168762622,77.20246335684185,12.070405458574319,66.54002872707612,9.966064976213419,76.5309482200546,16.941210610651268,48.55964274760143 
 01/05  13:00:00,7.2250000000000005,,4.43340322912441,10.438916642458166,74.10624581446268,12.481606032461402,64.72657360619912,10.561546319024224,73.5009107529674,16.956036373495845,48.489086141528794 
 01/05  14:00:00,8.791666666666666,,5.8396267351071485,10.875938959556372,71.13172779099399,12.587451361554946,63.520703932403116,10.752879461017784,71.71205287703661,16.97238746403019,47.868028723694046 
 01/05  15:00:00,10.350000000000001,,7.029059738977334,11.091443340826464,70.3049783658892,12.562452949136082,63.79813963895887,10.655802242480247,72.37540720955134,16.99078813767004,47.94201070059381 
 01/05  16:00:00,9.375,,6.09864191155436,11.123987686548084,70.71005121069778,12.470229838712482,64.69421503786059,10.487458791299735,73.77116789386038,17.004331244443936,48.28088394871293 
 01/05  17:00:00,8.091666666666665,,5.17837784768028,11.01145435086822,70.4600725602947,12.300937343012249,64.70120418182658,10.278804650972136,73.98629582293783,17.011638489551224,47.73033451024279 
 01/05  18:00:00,7.1000000000000005,,4.5956807426760555,10.78932110727512,71.73838735400851,12.083998708631386,65.84208987622814,10.032101963009897,75.45912510428677,17.013114591131103,47.87654221004153 
 01/05  19:00:00,6.133333333333333,,4.092141273271332,10.570744293972956,73.37661242556875,11.912727259638624,67.12606748237658,9.838453960754721,77.06012098887113,17.00905748033786,48.27569490096135 
 01/05  20:00:00,5.741666666666667,,3.535395209308428,10.404459074261217,74.1996393196609,11.797210946124352,67.64389210965395,9.696685434337638,77.8014035798255,17.00116291075192,48.302821778371076 
 01/05  21:00:00,5.583333333333333,,3.5246531373182624,10.319680926216497,73.78447499867512,11.748206281724833,67.10268169731314,9.612135403169816,77.36725678846716,16.992618399041444,47.78742179681762 
 01/05  22:00:00,5.441666666666667,,3.891564274078547,10.079598406235966,74.37453177747742,11.564742051674065,67.37228326404033,9.478581763110144,77.43114515596041,16.972516739167656,47.45874186449155 
 01/05  23:00:00,5.458333333333333,,3.844311417260674,9.769065674442164,75.92880518729136,11.284891413594629,68.62516934278655,9.286163804930995,78.43500718561063,16.940596015800637,47.55206310507484 
 01/05  24:00:00,5.5,,3.780754111346289,9.636917457249266,77.51837937662935,11.186654572675993,69.89678618712989,9.177961368785992,79.95062086745868,16.92007512523323,48.180988748342635 
 01/06  01:00:00,5.8500000000000005,,4.145836106149122,9.67622478011278,77.95824871544771,11.222163606756915,70.31305772154639,9.14015558722999,80.82048682066836,16.90964900380197,48.613678624594264 
 01/06  02:00:00,6.158333333333332,,4.38820437660081,9.903611623042268,76.78255120989284,11.443085898365226,69.29581944485462,9.205538582445206,80.47239015459645,16.91947791361687,48.588014368020644 
 01/06  03:00:00,6.141666666666667,,4.340871909400814,9.909943697135484,76.77080792774085,11.426927014066102,69.38888256718973,9.171192929098702,80.68091614714834,16.916270929088423,48.61110326629146 
 01/06  04:00:00,6.158333333333332,,4.311521084743165,9.910197011682685,76.79035355877444,11.39587696157443,69.55065898549704,9.130242327565552,80.92606390944653,16.91400831012245,48.631285425438854 
 01/06  05:00:00,6.258333333333333,,4.19002999588693,9.914433740627553,76.77903223645639,11.370636618360173,69.67658543127497,9.09134198510801,81.14982876037377,16.912593790958827,48.642292926879286 
 01/06  06:00:00,6.3,,4.052389027092201,9.921718147704626,76.76758491167978,11.35236876777204,69.78468657107474,9.055284403609345,81.37519122922977,16.911366998612756,48.66258654737342 
 01/06  07:00:00,6.241666666666667,,4.227430800049558,9.919129525410114,75.85371881741325,11.323215276336166,69.07511630169047,9.012710225700834,80.62350866114477,16.909848280234915,48.07955112485018 
