Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly),HEATING SCHEDULE:Schedule Value [](Hourly),HOT WATER TEMPERATURE:Schedule Value [](Hourly),RDC THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RPLUS1 THERMOSTAT SCHEDULE:Schedule Value [](Hourly),ALWAYS ON:Schedule Value [](Hourly),ALWAYS ON DISCRETE:Schedule Value [](Hourly),ALWAYS OFF DISCRETE:Schedule Value [](Hourly),ALWAYS ON CONTINUOUS:Schedule Value [](Hourly),ALWAYS ON DISCRETE HVAC_LIBRARY:Schedule Value [](Hourly),COOLING SCHEDULE:Schedule Value [](Hourly),RDC_ZONE HVAC BASEBOARD RAD CONV WATER:Baseboard Total Heating Rate [W](Hourly),RPLUS1_ZONE HVAC BASEBOARD RAD CONV WATER 1:Baseboard Total Heating Rate [W](Hourly),Electricity:Facility [J](TimeStep),NaturalGas:Facility [J](TimeStep) 
 02/04  01:00:00,5.1,,2.5183872334021737,11.39572381031127,60.215244281658386,16.619119492970164,42.899421150371765,16.579451032519046,43.007791390866466,16.978170932822184,41.93234492974488,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  02:00:00,5.7,,3.053031608959891,11.372278128406027,60.27037301643677,16.57909576131516,42.98131067184892,16.472882548095104,43.2728131508305,16.949715822813022,41.9812706534622,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  03:00:00,6.3,,3.667891529808269,11.352489649152766,60.3109226149653,16.52925536557362,43.09028085539387,16.368323400070885,43.5341219281872,16.92193689969311,42.02845276823829,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  04:00:00,6.9,,4.20362504846065,11.353024177493532,60.269617814841844,16.47284590977848,43.21718946674737,16.271719138781336,43.7745675043166,16.89592909955957,42.07052216461481,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  05:00:00,6.9,,4.2068948429960376,11.327570457879988,60.511517955574654,16.393344544133527,43.53736836247922,16.15974380693299,44.19070747600705,16.87046046497861,42.236378455651625,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  06:00:00,7.0,,4.299552802896004,11.297897311829525,60.77046308702361,16.31288017791366,43.86206473407553,16.044706869206806,44.61910947774666,16.845415809741773,42.40109717054185,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  07:00:00,6.9,,4.120806898204784,11.306355487823549,60.456372794470816,16.2687337876133,43.78290300732726,15.95289322996613,44.674738557863385,16.822184085337856,42.26790762117579,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  08:00:00,7.0,,5.117671246826091,11.06014350021454,61.73774856679245,15.920710733721522,44.97519238297953,15.719672274183996,45.5568239049759,16.781787530878454,42.57276539591665,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  09:00:00,6.0,,4.575233684787684,10.915737464511716,62.32359336083305,15.730135085695265,45.51934419809541,15.574688392774922,45.974989464931994,16.744594130929066,42.66731282440986,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  10:00:00,5.2,,2.7615158108861024,10.74479775050375,62.8832981614054,15.641023009100286,45.668504292065926,15.530120364526791,45.99435235953733,16.713108883304038,42.64870041639302,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  11:00:00,7.0,,5.519107173340914,11.07956728788875,61.65916585350982,15.96893776707157,44.83674708395736,15.828350130462477,45.2415155520945,16.703322593602714,42.78549982545182,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  12:00:00,5.9,,3.7086325112148897,11.202501233791113,61.16441500399984,16.081142142686343,44.521340506521874,16.03858803051104,44.642511157651676,16.693113803215763,42.81898342938253,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  13:00:00,6.3,,3.6701674641316173,11.449525374964566,60.02261963487487,16.25330579344874,43.92612225177805,16.34162178399822,43.679960461144674,16.68794393137548,42.72707531108176,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  14:00:00,6.5,,3.114895906537644,11.885385727811213,58.47906180181866,16.50806716086465,43.33819944514326,16.7697974878043,42.62345551356748,16.690498171276648,42.83797457033471,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  15:00:00,6.8,,3.3736967795253117,12.396065139418285,56.54482675133826,16.70949989692349,42.78638342440779,17.110261662026872,41.71236767985869,16.707918013773508,42.790578541376554,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  16:00:00,6.1,,3.569529526390404,12.796156279799025,54.86934998407649,16.76485814183287,42.47413982075613,17.266673176955834,41.14421516193879,16.73973142964968,42.541997671579345,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  17:00:00,5.9,,2.9181035344315682,12.820413510472232,54.98318812978761,16.54564702783785,43.22862708030073,17.045801212105673,41.87717412972871,16.776514796991847,42.59881497680418,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  18:00:00,5.2,,3.4469519811381963,12.35706749091288,56.667941834499416,16.16742776099373,44.2722612636169,16.40929087434936,43.597695391596645,16.80966254341753,42.49746573888805,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  19:00:00,5.1,,3.1257889784018245,11.946194053570125,58.0336172565009,15.915129706429562,44.84583867013924,15.996013117336048,44.615070873922576,16.82856100282396,42.31007342975094,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  20:00:00,5.3,,3.084771733394606,11.650098883375891,59.36955215579348,15.737154643313422,45.505430030339014,15.70639112731131,45.59516809247218,16.83283211129344,42.43498289272307,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  21:00:00,5.0,,3.035239701418922,11.70374938079959,59.04635917085683,15.86490979603663,45.04867987200635,15.614651054493006,45.77636392543586,16.839985514471604,42.334708521300655,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  22:00:00,6.2,,4.293320338896476,11.537885510844335,59.58346309489856,15.715148910109903,45.39553989880591,15.453753304243218,46.16267207981621,16.815822406761853,42.3185715901755,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  23:00:00,4.4,,2.6308748545351515,11.199881826361153,61.15909563530869,15.401460744257388,46.48956883809276,15.190855813070671,47.122660745561674,16.781028253360503,42.56869162889568,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/04  24:00:00,4.4,,2.6308748545351515,11.029781270824941,61.85284752255382,15.224749628506984,47.019575823128214,14.992867436002962,47.726421301896025,16.74797988763032,42.65813693355378,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  01:00:00,4.6,,2.5155833713667457,11.21826769607091,60.756698500891204,15.404142231321867,46.23209979580019,14.966571808984499,47.55153839086938,16.73546394625909,42.46365093520513,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  02:00:00,4.0,,2.0387701860254364,11.236846387044904,60.64112873136725,15.449532573599503,46.06666160828102,14.899807745786262,47.724498851420535,16.71718234478632,42.4844725579428,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  03:00:00,4.1,,2.12976649334756,11.165912293146876,60.886971809662214,15.356969999419553,46.31058445859281,14.784115943578618,48.050066745184274,16.688617932087393,42.53352105437051,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  04:00:00,4.2,,2.2934604208538505,11.102431136040718,61.103062998196286,15.241927832426907,46.62281291965453,14.66017241088399,48.403447308945374,16.657604180953207,42.588816984239656,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  05:00:00,4.3,,2.3166288846259686,11.05512233988089,61.530647161195404,15.165801098669716,47.03141129982627,14.548261674554814,48.941788252997206,16.629367439241555,42.82910014962537,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  06:00:00,4.5,,2.4306803906069154,10.986994243952713,62.04619358857754,15.07675594708423,47.48249964013816,14.432528208355885,49.49794836139432,16.601712303662367,43.068532836850146,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  07:00:00,5.5,,3.4889538509076448,11.04050033966726,61.36131146821269,15.085095534749277,47.10037177514923,14.391987102707686,49.25499125337005,16.578544087222596,42.80790370285231,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  08:00:00,5.9,,4.097089731007013,11.0567623119604,61.75917748991415,15.074120056049257,47.490554854154446,14.341267250322757,49.79113867833146,16.555722642236873,43.1947149981243,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  09:00:00,6.8,,4.93241739482113,11.16414801712095,61.32912391070888,15.21254642512663,47.0762936782858,14.436464538546014,49.492458685708655,16.535646211436454,43.25614586229612,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  10:00:00,7.2,,5.134635395027036,11.352391253955476,60.25038472177443,15.381803375853256,46.32283507184463,14.588200275658263,48.75224935409931,16.51735917137076,43.079349640152806,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  11:00:00,10.0,,7.898129945658474,11.72589047285975,59.09834877845036,15.796256581729178,45.353707959032555,15.00326848767293,47.722432428149375,16.51121274394026,43.32923913620483,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  12:00:00,11.0,,8.35011811673017,12.19483363038647,57.306305957129034,16.347239540303676,43.79162525114172,15.611626009901052,45.89992351564857,16.516119308395858,43.32193485346693,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  13:00:00,11.0,,8.440320292693375,12.632881239568334,55.43522724893378,16.54504493011258,43.05233342566569,15.955057612529586,44.703301962539484,16.53703577852198,43.07428276983862,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  14:00:00,11.0,,8.824066366351822,12.865370873062254,54.836697059410845,16.459976975975263,43.47703910015288,15.94730647276184,44.922583570353474,16.570118990979758,43.1733358436544,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  15:00:00,9.5,,6.98713799094447,12.538308899472053,56.03454434435271,15.942292165421126,44.94548926739236,15.620835843860458,45.878428918500006,16.582818913731558,43.144227408086365,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  16:00:00,9.9,,7.066399684494061,12.427927023918866,56.106126649229694,15.643524576476864,45.53897598884687,15.396595441962976,46.265986605762336,16.589640995489816,42.869740691120725,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  17:00:00,9.1,,6.265915829311386,12.159975674807141,57.45225928264118,15.388655569787948,46.571942762453496,15.100591196897287,47.44232810849603,16.582631182218034,43.15049641818192,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  18:00:00,9.2,,6.803642763851401,11.951588647887188,58.24684839240819,15.24665625620305,46.99873383902287,14.87835405274898,48.126295567785284,16.568021913190673,43.190617141878775,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  19:00:00,9.8,,6.883597253060769,11.821427460360185,58.37690621659014,15.164308824013435,46.94867200021315,14.7488902619795,48.222133976347905,16.550125198955595,42.965664396685476,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  20:00:00,12.0,,9.258453582111379,11.939254980446046,58.2864874610671,15.268081758089535,46.927796965881434,14.780327709692079,48.42503565077449,16.539929239491464,43.26211507943231,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  21:00:00,9.1,,6.265730298698036,11.698275680900437,59.22146615499665,15.069496903957601,47.531026287756575,14.61165333999061,48.955217597531124,16.518245321492465,43.321852721345046,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  22:00:00,9.2,,6.435087269963165,11.516266318330818,59.481819591313446,14.889394541141392,47.71904317797881,14.443515315105472,49.112895646925864,16.491131937905124,43.06582723885798,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  23:00:00,9.1,,6.623413932399777,11.474825661087927,60.10346322043591,14.831497868229361,48.26547079295722,14.352784676472258,49.781613137427264,16.46309238668801,43.4742143421022,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/05  24:00:00,11.0,,8.35011811673017,11.617650282076502,59.530085086395665,14.931482289521798,47.94899172231506,14.373882942745608,49.70704703953226,16.439717637022405,43.53316097338433,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  01:00:00,11.6,,8.58735892157809,11.783952804143622,58.31129731163145,15.134268072014066,46.87046716477849,14.459446187886924,48.95578407625294,16.423690855299736,43.15724135956381,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  02:00:00,10.7,,8.255639878158455,11.818031962696256,58.21154571514761,15.174671477469547,46.77400201283239,14.455893517220797,48.993418865721985,16.40398451457931,43.234730273956714,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  03:00:00,9.7,,7.7915904999787555,11.771240952135663,58.423178187610795,15.081382808313968,47.08092529341063,14.37429387264407,49.27928508967471,16.379033266234664,43.32682769216862,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  04:00:00,8.8,,7.382257834195052,11.576845256372001,59.21074534367459,14.796064816311128,47.980283311797315,14.201076481462845,49.862049893209395,16.343623167409792,43.44807108692496,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  05:00:00,8.4,,6.497442755240138,11.629423744310774,59.23163473739622,14.819130054376561,48.09283867304182,14.163237119013992,50.17634353110332,16.32442373364715,43.668237749347746,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  06:00:00,5.8,,3.6174195375412035,11.095526432185224,61.60397355359446,14.351522219925304,49.760654733911934,13.841388443936655,51.43319319858435,16.282036129578607,43.95428010400309,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  07:00:00,4.8,,2.6951764986901874,10.762474029656046,62.45891309669237,14.036049427113392,50.36572356791969,13.552878860293951,51.9731589847722,16.235752484950513,43.719403485666504,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  08:00:00,4.7,,3.708965301761608,10.754863531440265,63.011943980660114,19.165001321215097,36.85258906791037,19.224066392794214,36.73743910228086,16.201829911365994,44.17970635778698,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,11080.365569844056,8317.73424546426,1441482.137189705,104939439.00959694 
 02/06  09:00:00,4.3,,2.174751888598636,10.534414780940157,63.937100232267696,19.944280005878426,34.91169135442735,20.004671018310365,34.781026133056415,16.16250326453509,44.28480077399367,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,13039.111974561642,10454.31788838013,1441482.1371897042,126072253.81160548 
 02/06  10:00:00,4.3,,2.1652455122247103,10.522028090862731,63.47595623683725,19.998959420221205,34.51418952553906,19.989019193067076,34.53569284928393,16.134151828257373,44.00921690239387,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,11903.532650802566,8655.262700062116,1441482.1371897042,109415148.66739489 
 02/06  11:00:00,5.5,,3.266633637313794,10.705405637194032,63.211437866851185,20.120648308919947,34.53204514184243,20.180449503420444,34.4045096603898,16.126985334108365,44.38529207275763,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,11373.11839182193,8436.92834635896,1441482.1371897042,104377789.2356005 
 02/06  12:00:00,5.4,,3.632709239907296,10.90275396382149,62.38640746245166,20.109383832710126,34.556126192616624,20.157304445728016,34.45380780386416,16.135467149796565,44.36126637864255,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,10424.285502801793,7376.320381998131,1441482.1371897042,95597113.55982848 
 02/06  13:00:00,5.1,,3.271177280744706,11.012895865394471,61.42119785510148,20.101992894389944,34.28724012408545,20.144537009361073,34.1970850223584,16.15117754527562,43.95185725076614,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,9991.679347804158,6974.426542581555,1441482.1371897042,91370723.62653422 
 02/06  14:00:00,6.0,,5.031992233997606,11.297319478123349,60.76405391829226,20.092895522272432,34.586437639894015,20.13435321344253,34.49781020520702,16.17481848352598,44.24363087075517,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,9122.440599430021,6312.066821663277,1441482.1371897042,81366901.29361565 
 02/06  15:00:00,5.8,,4.9871536574097775,11.698177755236586,58.89032008088613,19.997914738123754,34.62360666804844,19.99093062681643,34.63859002614136,16.213831541289302,43.92199516079837,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7862.182122135502,5556.518572750387,1441482.1371897042,72347916.92989677 
 02/06  16:00:00,3.7,,3.08838140215272,11.263294085394797,60.32121461180478,20.000765835823557,34.450672505493,19.999197955910432,34.454025586268884,16.229246945720107,43.66736118719395,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,9079.424256866121,6308.358411050496,1441482.1371897042,85383046.97902957 
 02/06  17:00:00,3.7,,3.227685044099385,10.948495319539177,62.17903482455877,20.00091432176156,34.77899196156962,19.99631353609437,34.78891672193009,16.23651940272171,44.06347969971596,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,9193.958900742738,6525.02228355785,1441482.1371897042,83999682.34457703 
 02/06  18:00:00,3.1,,2.5715420146267904,11.089404275453367,61.28799459524182,17.05895943899155,41.683611845899165,17.190447455344028,41.331769579975365,16.271530321309776,43.74260436420482,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  19:00:00,2.5,,1.9182103873521255,10.572880320136978,63.11290500428162,15.457357548986531,45.877266240864266,15.813975047957944,44.83279385550952,16.25946032540255,43.553474556121614,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  20:00:00,2.4,,1.5648724117947748,10.349499929551211,64.71210807009277,14.97428452404529,47.77743870870836,15.193229793898746,47.110533690195474,16.256296212017475,44.00793483556021,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  21:00:00,2.4,,1.952816677478457,10.226257100255655,65.24716600484088,14.748912778797028,48.4761571740557,14.867048586059498,48.10845231947664,16.2464746635323,44.03551099989825,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  22:00:00,2.7,,2.309916075138001,10.157682857745968,64.87452973101284,14.652474082630455,48.27821626620654,14.685755997979738,48.174577247698195,16.229989580371576,43.62952469836488,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  23:00:00,3.6,,2.990832398924552,10.511515836878853,63.39860124786971,14.995498546018295,47.25163680858742,14.755946545822304,47.98580026808247,16.232813225474366,43.64792419983662,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/06  24:00:00,3.2,,2.3990721343930077,10.488374173227578,63.53363424968577,15.009666934611095,47.236134429047155,14.64752593334891,48.35228220075038,16.22106089937003,43.707382840124026,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/07  01:00:00,3.2,,2.196189393675462,10.405166851360583,63.92595241023673,14.882743082988625,47.65263087697223,14.483634918194621,48.89648429624251,16.199132173302615,43.79488229543899,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/07  02:00:00,3.7,,2.88365865970676,10.391406083679225,64.16036916761941,14.805685441652344,48.021456220564374,14.363321071306652,49.41383492350858,16.178036680879575,43.97425325832185,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/07  03:00:00,3.4,,2.730511518416112,10.331487387868343,64.59472590744662,14.714778843784455,48.43669331550853,14.229020142878177,49.98244215464654,16.158617982645143,44.14976297958928,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/07  04:00:00,3.0,,2.5411964944830054,10.245973579899625,65.14237505480324,14.603243786439359,48.92000230537018,14.082357607083292,50.59771419823548,16.13684544770014,44.33185849878933,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/07  05:00:00,3.0,,2.804123846508771,10.228404299513574,65.21895502736419,14.553719995745986,49.07679891123794,13.980684660430821,50.93266321062194,16.11238273032172,44.40114348642415,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/07  06:00:00,3.0,,2.9999960820701035,9.936766119631248,66.50598309006583,14.205145050063008,50.19773359100499,13.760130933051535,51.668264038948976,16.070305795465586,44.52061616713776,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/07  07:00:00,3.1,,2.8370431425345304,9.78793699677642,66.96444890641084,14.00480524777278,50.6957159510749,13.587844651824579,52.08880370350604,16.03414594172453,44.48555207334665,5.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0 
 02/07  08:00:00,3.0,,2.9999960820701035,9.743833131850284,67.37135934764346,19.237786145194423,36.64825665275259,19.287449772192968,36.54650554705042,16.006807573636504,44.70156882829646,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,10983.389447920074,9581.909470657884,1441482.1371897047,103023502.05597278 
 02/07  09:00:00,1.9,,1.8999974377189826,9.603311030585584,68.01062181063942,20.003335738254364,34.76379312918614,20.005860266198113,34.75844752389883,15.97880241847828,44.78163813304152,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,13359.679061239827,10385.329537377525,1441482.1371897042,128367148.40267879 
 02/07  10:00:00,1.4,,0.35147770564983183,9.39903811532686,69.00719686310558,20.132340225088686,34.51521792653885,20.2161819281517,34.336666120692655,15.953073270188208,44.891739978297416,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,13423.951068366066,10220.740339624344,1441482.1371897042,127554895.16890527 
 02/07  11:00:00,3.0,,1.7400941868637763,9.505949410183469,68.456959637936,20.126285594000496,34.50014918792515,20.18576118685422,34.37343253150339,15.943709934352288,44.88218991508911,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,12052.065874013973,8781.574218020603,1441482.1371897042,109538844.67272337 
 02/07  12:00:00,2.0,,0.7937328491907405,9.588758743263543,68.07683682322042,20.11460382103134,34.525101508358084,20.16935359025937,34.408336763560996,15.943273153848084,44.88344317276746,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,11409.80755535617,8123.697366394342,1441482.1371897042,106218300.72689423 
 02/07  13:00:00,2.2,,1.0514100887257258,9.767753454228652,67.59355787683819,20.11290877127754,34.698290785381516,20.15518410867484,34.607638378578606,15.947881421030443,45.090577320993624,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,10492.918783838733,7175.565464825409,1441482.1371897042,94422424.05090107 
 02/07  14:00:00,3.0,,2.1429697364185936,10.267614518824471,65.05098898108079,19.99658375467891,34.77831883993292,19.99141004206706,34.78946561670695,15.960721561407528,44.8334115044089,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,8944.475939646127,5695.176876683534,1441482.1371897042,77506047.70822355 
 02/07  15:00:00,4.0,,1.8287651301660888,10.769044427983516,62.91790642842989,20.000353599412257,34.775198079142356,19.99800019444418,34.780275105709435,15.987220867431887,44.76398378421198,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,8230.944441184562,4952.1067534384365,1441482.1371897042,68848384.0528124 
 02/07  16:00:00,2.8,,0.6097043041173096,11.014254558126412,62.314746940135535,20.079040648972175,34.83865020971724,20.102618831721056,34.787841074105756,16.022629146747665,44.962867054426205,20.0,67.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,8439.242519063215,5110.025851977007,1441482.1371897042,74262144.8895186 
