Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly),HEATING SCHEDULE:Schedule Value [](Hourly),HIGH TEMP RADIANT SETPOINT:Schedule Value [](Hourly),MEETING THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RDC THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RPLUS1 THERMOSTAT SCHEDULE:Schedule Value [](Hourly),ALWAYS ON DISCRETE:Schedule Value [](Hourly),ALWAYS OFF DISCRETE:Schedule Value [](Hourly),ALWAYS ON CONTINUOUS:Schedule Value [](Hourly),ALWAYS ON:Schedule Value [](Hourly),COOLING SCHEDULE:Schedule Value [](Hourly),MEETING HIGH TEMP RADIANT:Zone Radiant HVAC Heating Rate [W](Hourly),MEETING HIGH TEMP RADIANT:Zone Radiant HVAC Heating Energy [J](Hourly),RDC HIGH TEMP RADIANT:Zone Radiant HVAC Heating Rate [W](Hourly),RDC HIGH TEMP RADIANT:Zone Radiant HVAC Heating Energy [J](Hourly),RPLUS1 HIGH TEMP RADIANT:Zone Radiant HVAC Heating Rate [W](Hourly),RPLUS1 HIGH TEMP RADIANT:Zone Radiant HVAC Heating Energy [J](Hourly),NaturalGas:Facility [J](TimeStep) 
 01/01  01:00:00,-5.0,,-5.000005444813285,13.341467516285396,26.23161378335887,15.822245705187823,22.34645670901338,13.896305084358092,25.300956421678634,16.599197971730018,21.2658381414986,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  02:00:00,-5.0,,-5.000005444813285,13.107612871243221,26.635315509103176,15.655492550098371,22.586336529729483,13.604091848438019,25.786401789997914,16.586523048579714,21.28298981595708,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  03:00:00,-5.0,,-5.000005444813285,12.887428296700183,27.02179165791785,15.493720186460525,22.821815651112853,13.316022373332022,26.275205877461726,16.574157735950326,21.299735761938067,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  04:00:00,-5.0,,-5.000005444813285,12.676030419657337,27.398767566066738,15.335932585149909,23.054151833633764,13.032727731529873,26.766056948870716,16.56206545340692,21.316127904193966,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  05:00:00,-5.0,,-5.000005444813285,12.47070126988522,27.770570351145825,15.180030885444403,23.286319943702264,12.753903428668671,27.259218727516103,16.550021478674505,21.332468195106813,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  06:00:00,-5.0,,-5.000005444813285,12.270713457365934,28.138143638493275,15.025746409168262,23.518665545229837,12.479385642552062,27.75473136623911,16.537973423579714,21.348827732358007,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  07:00:00,-5.0,,-5.000005444813285,12.075415604577211,28.502364920931495,14.873336544092751,23.75074476295895,12.209123963286757,28.252439467786385,16.525967868507383,21.365144303210695,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  08:00:00,-5.0,,-5.000005444813285,19.136810484260444,18.33052407958023,19.366437581012804,17.96988256831712,18.643936098441053,18.91830522741603,16.515370685978812,21.379559342439716,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7453.535980339037,26832729.529220533,30511.309653174474,109840714.7514281,34217.00931730032,123181233.5422811,288727419.8032553 
 01/01  09:00:00,-5.0,,-5.000005444813285,20.009363373854285,17.169108048279984,20.21494655370709,16.952579341786482,20.32007474859724,16.848946361729507,16.50378439425617,21.395330929933433,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7453.5359803390365,26832729.52922053,30511.309653174485,109840714.75142816,34217.009317300304,123181233.54228114,288727419.8032553 
 01/01  10:00:00,-5.0,,-5.000005444813285,21.283222141529812,15.87449233783573,20.841612388156406,16.30922243677737,21.42861275074592,15.733011903188068,16.491154718375476,21.412537566169306,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7138.060853055624,25697019.07100025,30101.551142550867,108365584.11318311,32628.213507153418,117461568.6257523,279471302.0110396 
 01/01  11:00:00,-5.0,,-5.000005444813285,21.19388260117827,15.959048945528783,20.86477295125278,16.28511018260254,21.313782800204585,15.842089693469921,16.477533904556537,21.431111523161068,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,5867.014585847741,21121252.509051867,27221.79866087783,97998475.1791602,27255.486213126784,98119750.36725642,241377197.8394094 
 01/01  12:00:00,-5.0,,-5.000005444813285,21.134673697418094,16.01716348510973,20.867659622751376,16.282217751261506,21.215295232735496,15.93809031719202,16.46387754443059,21.449753071815188,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,5574.052470349156,20066588.89325696,26148.768056258985,94135565.00253235,25984.24291310973,93543274.48719503,230828253.7588715 
 01/01  13:00:00,-5.0,,-5.000005444813285,21.200611198877098,15.952459221212866,20.908436245458258,16.241423250827904,21.27595179799199,15.878888411643757,16.451195561292483,21.467080499798556,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,5285.396981715441,19027429.134175587,24764.4501786006,89152020.64296216,24525.209269252784,88290753.36931002,218300225.7182753 
 01/01  14:00:00,-5.0,,-5.000005444813285,21.128211394119646,16.0235205482077,20.90480206893902,16.245054657595563,21.167019243236968,15.985386086361963,16.43901477452721,21.48373733966258,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4921.572122563587,17717659.641228914,23335.257638009905,84006927.49683566,22160.763615204698,79778749.0147369,201670373.50311273 
 01/01  15:00:00,-5.0,,-5.000005444813285,21.163906898264095,15.988441094552277,20.907855483475203,16.242003490400236,21.189296331427972,15.96354191191535,16.42681572559116,21.500434807779325,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4876.375402999963,17554951.450799868,22371.623091493453,80537843.12937643,21792.007491505068,78451226.96941824,196160023.94399393 
 01/01  16:00:00,-5.0,,-5.000005444813285,21.14020430866541,16.011725271302915,20.917294331196754,16.232576772719433,21.18468537324291,15.96806060481611,16.414557296974774,21.517227881211767,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4669.084984786178,16808705.945230242,21455.5284553876,77239902.43939537,20568.595066111484,74046942.23800135,186772834.02514106 
 01/01  17:00:00,-5.0,,-5.000005444813285,21.137269396286438,16.014610576190616,20.917152550871617,16.232717694753877,21.15492113149061,15.997263496530428,16.402354974202844,21.533958499046705,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4580.862599925703,16491105.359732531,20578.687692090807,74083275.6915269,19683.175507673608,70859431.82762499,179370903.1987605 
 01/01  18:00:00,-5.0,,-5.000005444813285,16.801251268971203,21.077091220845052,17.99852157982932,19.507492751604282,17.26770251069886,20.468829718102246,16.39153816924003,21.548802148818094,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  19:00:00,-5.0,,-5.000005444813285,15.768229332291178,22.426154801891766,17.17797541329202,20.50087173108544,16.290844173026855,21.690208050427607,16.38088939622588,21.563425963544443,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  20:00:00,-5.0,,-5.000005444813285,15.058385214147425,23.470367521067587,16.779503605971257,21.023779274529844,15.659077629885559,22.58208332782613,16.36928425318697,21.57937576934969,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,-5.0,,-5.000005444813285,14.594112467305042,24.182821765869782,16.549108408710076,21.33376423921505,15.21828315697973,23.229312586464467,16.356521507507715,21.59693150240568,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,-5.0,,-5.000005444813285,14.20828256763966,24.794234423870318,16.35399713227364,21.600481283553833,14.86325768725576,23.766441690335434,16.345495798702782,21.61211141463113,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,-5.0,,-5.000005444813285,13.876254113981773,25.334098697778686,16.164853735675784,21.862583705330923,14.516702112571643,24.304127216926094,16.334449398529124,21.627331620336502,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  24:00:00,-5.0,-5.0,-5.000005444813285,13.585854904815054,25.817189327835322,15.987738318271669,22.111270714825878,14.189580506310506,24.824235137685783,16.323354506380223,21.64263027166343,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  01:00:00,5.3,,4.80101949418975,9.544769336269443,69.56499278104961,9.46924247734122,69.91929385351436,7.951716039816592,77.4836546943438,18.115756415606842,39.84603113856795,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  02:00:00,6.5,,6.0523239221897205,9.493378852785568,69.77698886267117,9.417129218785732,70.1359261000163,7.901431469845054,77.71737004311545,18.10045768172141,39.867878423705974,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  03:00:00,6.6,,6.075029170490199,9.525176299309713,69.60894817723184,9.429778434857537,70.05715209906155,7.896955589353839,77.71989885712172,18.08772251643081,39.88894230827566,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  04:00:00,6.5,,5.976999200666943,9.508374733380851,69.67991672921555,9.421576781936597,70.08805518408981,7.88613512003649,77.76858762012068,18.075742714122207,39.91456728469219,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  05:00:00,6.3,,5.9300934099875935,9.466641953808995,69.86030393213525,9.387069406860963,70.2354586749997,7.857848445884595,77.90134585693053,18.064084955559043,39.934967273642705,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  06:00:00,6.4,,6.02860430185174,9.44830921612579,69.92041373384752,9.360860192656583,70.33324049086693,7.83149879375072,78.01224150096392,18.053125833714606,39.947571145083955,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  07:00:00,6.6,,6.074852599167119,9.441126283573036,69.95563378080122,9.344797402022039,70.41078691767304,7.811892310803057,78.11816587621985,18.042818156650146,39.97428119823731,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  08:00:00,6.2,,5.757246569412657,9.39651777560281,70.17591590544194,9.30259252099522,70.62122978911778,7.776092371032396,78.32017352564466,18.03171802060605,40.00785466640161,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  09:00:00,7.0,,6.462457473030355,9.43143770163647,68.84060629921919,9.31851132279397,69.3660485514386,7.778059693270547,77.0003678107704,18.023092959869974,39.36029032780508,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  10:00:00,7.0,,6.313024002681038,9.46261213325191,69.88630467236271,9.343240163371783,70.45017047026595,7.8085584068236304,78.17143068689306,18.014768212402057,40.06306657918085,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  11:00:00,7.7,,6.756286723569156,9.536567702658072,69.54581583370843,9.4013712147271,70.18132293538713,7.877863401211028,77.81008007396606,18.00808892696368,40.08354474892942,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  12:00:00,8.9,,7.830520783537044,9.708389075869384,68.74603380830816,9.531147105851872,69.56976788593208,7.996082160225281,77.18449553574008,18.00564874337874,40.088887443311144,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  13:00:00,10.2,,8.815735672804422,9.902764267875558,67.80109242865718,9.67790746934734,68.83199231467914,8.145332330893366,76.34374285288203,18.006921701953985,40.053718716634606,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  14:00:00,11.0,,9.38314863602218,10.043960683079373,66.10363686316278,9.801832842347068,67.18540610303194,8.285879071568257,74.42574467701095,18.009642024490336,39.4154495508621,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,9.1,,7.064857860287941,9.90523530556002,66.72992463099723,9.692457572221416,67.68958157272729,8.242384881680525,74.65593789137948,18.002794582555037,39.43769246467359,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,9.1,,7.511123067528995,9.844369972918193,67.98051436796263,9.573692013103555,69.22751236478403,8.158503570202983,76.17832612304049,17.993602987749778,40.03627457160582,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,10.7,,9.110047763435865,9.984428384407057,67.34447416058474,9.64405434096273,68.90021801181334,8.170560470805095,76.11513656898357,17.989369517770612,40.04653446082671,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,10.0,,8.43746241075029,10.00606641803023,66.2621240535584,9.689896544788656,67.68246978085986,8.176546088734156,74.96997151806826,17.983734584532005,39.474074108991,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  19:00:00,8.6,,7.458071998697149,9.876428452665875,67.84684435396582,9.595358259112134,69.13934545412062,8.118503544100399,76.39972910607118,17.973326611263825,40.09468400582691,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  20:00:00,9.0,,7.9180937457491325,9.850121184403289,66.94953821011507,9.545167284594738,68.3348629062943,8.08083033987611,75.4495063480514,17.9638050019434,39.51833513879241,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,9.0,,7.9180937457491325,9.871612644737414,66.85309951326244,9.5477062348989,68.32319660685336,8.073402266979265,75.48764696903363,17.955014507424398,39.54020151070484,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,7.3,,5.973545934078697,9.682104590802163,68.75142622716794,9.398315983785015,70.07603349201132,7.971197794293811,77.1850706864628,17.939085583612204,40.18930204772002,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,7.3,,6.053053925332837,9.563321508135445,69.29401204850731,9.288967397459475,70.58546325996163,7.874144722700083,77.68762891903143,17.922262385458048,40.22700124062662,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  24:00:00,9.0,,7.587270259041183,9.689712216275327,68.67948694931648,9.372094391552668,70.16224611228984,7.906501553829176,77.48440268333984,17.91246646206034,40.23513043527606,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  01:00:00,7.4,,5.827258947751912,9.826998913531321,68.05290023170564,9.481828625071811,69.64947776530435,7.948272455180077,77.26815490367466,17.920278613146646,40.21738084783445,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  02:00:00,7.4,,5.1761168355557565,9.83338286750727,68.04371241643763,9.497457129988375,69.59669590463399,7.955065630420223,77.25506849374337,17.9221538548221,40.22442946314136,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  03:00:00,7.3,,4.920295254387803,9.815923161200269,68.11520155606314,9.465790981881423,69.73665959798055,7.931308778269326,77.37078342729681,17.915367093875595,40.23673703154799,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  04:00:00,7.0,,5.132266662337907,9.780411493784092,68.27495601662399,9.415926944794942,69.96824104721358,7.896241383404417,77.55270506545139,17.90604158158287,40.258736808028004,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  05:00:00,6.9,,4.878708320049169,9.755095022937107,68.33989290617446,9.378104987544077,70.09413018794571,7.859153392321578,77.69077154385971,17.89754764661956,40.25012866843728,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  06:00:00,6.9,,4.9592658261841835,9.741839551310042,68.4298100447468,9.359557651126947,70.21155754995053,7.834852419465986,77.85264391669868,17.88996620167003,40.2864622931037,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  07:00:00,6.8,,4.867479627300693,9.743023394142156,68.47005851360012,9.353866683693807,70.28536835869642,7.821081584501464,77.97779461016677,17.88235919139135,40.332676293955586,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  08:00:00,6.8,,4.947688323000015,18.515694089590454,39.75046631135582,15.06656372317347,48.97605716465382,17.070958883833462,44.33174175940431,17.85128040377275,40.43908316339271,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7453.53598033904,26832729.529220533,30511.309653174474,109840714.75142819,34217.009317300304,123181233.54228121,288727419.8032553 
 01/02  09:00:00,7.5,,5.92238767983159,17.850591689566805,40.46015683684439,14.471520745150034,50.19675941481501,16.520493417961063,44.017466225794976,17.83575723464741,40.488443768527105,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7453.535980339035,26832729.52922053,30511.309653174478,109840714.75142813,34217.009317300304,123181233.54228109,288727419.8032553 
 01/02  10:00:00,6.9,,4.802372851004804,19.484517428908983,36.59915064507915,15.380631667111922,47.42056079301235,18.291195814023425,39.4455574107258,17.816056066396307,40.60587856940965,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7453.5359803390365,26832729.529220533,30511.309653174485,109840714.75142814,34217.00931730031,123181233.54228112,288727419.8032553 
 01/02  11:00:00,6.2,,5.082646616471645,20.50421093197274,34.369673047777624,16.08894008803239,45.344058946152416,19.650942568615932,36.24215998499986,17.80166575217647,40.67221621662159,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7453.535980339037,26832729.529220533,30511.309653174485,109840714.75142814,34217.00931730031,123181233.54228112,288727419.8032553 
 01/02  12:00:00,6.3,,3.2189239817830786,21.399886437802675,32.52524093682004,16.726546754222294,43.53777111980297,21.08183773680714,33.17160477941994,17.77894921433267,40.73089038299968,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7300.750352080402,26282701.26748945,30511.309653174485,109840714.75142814,34217.00931730031,123181233.54228112,288116277.2902208 
 01/02  13:00:00,6.2,,3.050881036907297,21.418754977549977,32.4838324244821,17.25638617404119,42.09621151937552,21.649211351191422,32.029559492084104,17.76170040257565,40.77231519382385,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,6290.892060741852,22647211.41867067,30511.30965317448,109840714.75142816,31027.840369213045,111700225.32916695,271320168.3325175 
 01/02  14:00:00,6.5,,3.4750970277877404,21.390032904763174,32.54298543531897,17.86497848207096,40.512083087181225,21.513488821135645,32.29783374922154,17.745508291007717,40.81641556593348,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,5413.634450941037,19489084.023387734,30511.309653174485,109840714.75142814,24980.179449846262,89928646.01944655,243620494.2158471 
 01/02  15:00:00,6.1,,3.678271862691714,21.508425533671122,32.314171988108185,18.39869465851116,39.17931440474135,21.634148921220937,32.0648367306452,17.728478804592868,40.86519794851194,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4948.14383531834,17813317.807146028,30511.309653174485,109840714.75142814,23108.890131816304,83192004.47453868,234273374.48123652 
 01/02  16:00:00,6.4,,4.7352651010374185,21.438078093681924,32.468564152447684,18.847020572646166,38.11528660962986,21.551443584293665,32.24414793474611,17.718514738882433,40.91271162606076,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4642.919648223561,16714510.73360482,30511.309653174485,109840714.75142814,21030.797902974296,75710872.45070747,224740108.81748933 
 01/02  17:00:00,4.8,,3.166739480484334,21.51581151920815,32.33054620743561,19.0097936477814,37.74398298736462,21.5685054658162,32.22362959725713,17.703915013832344,40.966476228497896,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4741.317989235928,17068744.761249337,30511.309653174485,109840714.75142814,20991.36564072701,75568916.30661723,224975973.13254967 
 01/02  18:00:00,3.8,,2.3036849293074186,16.81092934833934,43.56066729118541,15.144020816986814,48.41633054842654,17.44398939832645,41.85387411404612,17.68731346397791,41.027963711265066,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  19:00:00,2.8,,1.8296663113086218,15.244384540275657,47.99624389422148,14.070439286883925,51.76875621971821,16.050167502923507,45.58177373928136,17.669503606927552,41.113747441908814,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  20:00:00,2.2,,1.3186218464281065,14.33451370805251,50.89452046388698,13.549574917832688,53.552798047337944,15.365437929544179,47.61975101336425,17.649144450529622,41.17485573237073,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  21:00:00,1.9,,0.9045009912854495,13.764850109710682,52.835192395014765,13.267560359100838,54.57415606308348,14.984860941066533,48.82318176809443,17.62811435409927,41.2514803305515,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  22:00:00,1.9,,0.6516346384102664,13.33284084721127,54.37237297276056,13.063240446427052,55.33792232451049,14.688347544307316,49.79281423991905,17.605221034011727,41.33393249555286,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  23:00:00,1.3,,0.392745854861688,12.9922397665662,55.619289577353555,12.886181985420372,56.00641349135479,14.426742301731878,50.66315607922466,17.58617208728219,41.401101378796824,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  24:00:00,1.4,,0.7951628594928849,12.779326263531663,56.42514221007391,12.774104807130426,56.44445454204816,14.22089052671234,51.36578309130726,17.570247027649305,41.46144863840598,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  01:00:00,1.1,,0.5634412415426667,13.143232206873087,55.11114191512759,12.997032404737638,55.63950150585252,14.189171170258556,51.48283761096255,17.583144051138728,41.43685473499952,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  02:00:00,1.5,,1.0148347205869508,13.182439665471783,54.96452303453373,13.06053943312934,55.40420577603751,14.098661213050372,51.78221347370647,17.583318914050203,41.4334857685816,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  03:00:00,1.7,,1.1490456988895317,13.07161643471315,55.397957501740926,12.976303428960613,55.74442030875921,13.94034474291284,52.349014572465876,17.572148771427873,41.48807292002505,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  04:00:00,1.8,,1.3085534518303998,12.984726429984445,55.71984599714946,12.8949001256961,56.04842246167968,13.78793738727324,52.87585346892691,17.56105017014171,41.52172688230423,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  05:00:00,1.3,,0.8193220535371533,12.871205372511994,56.13151833577841,12.78288081503464,56.457262220211376,13.603471970112972,53.51056491215681,17.551042705842004,41.54505115681762,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  06:00:00,1.4,,0.9779311727045197,12.770481002897709,56.5150551918499,12.696232173507354,56.79083552192065,13.436785784484018,54.10627664691929,17.54250578391353,41.57619779132142,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  07:00:00,0.7,,0.23234889867168346,12.631596869375278,57.058994412484665,12.589744982354897,57.21592587865698,13.2553619840928,54.77633032641908,17.532418477691994,41.62227685193349,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
