Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly),HEATING SCHEDULE:Schedule Value [](Hourly),HIGH TEMP RADIANT SETPOINT:Schedule Value [](Hourly),MEETING THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RDC THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RPLUS1 THERMOSTAT SCHEDULE:Schedule Value [](Hourly),ALWAYS ON DISCRETE:Schedule Value [](Hourly),ALWAYS OFF DISCRETE:Schedule Value [](Hourly),ALWAYS ON CONTINUOUS:Schedule Value [](Hourly),ALWAYS ON:Schedule Value [](Hourly),COOLING SCHEDULE:Schedule Value [](Hourly),MEETING HIGH TEMP RADIANT:Zone Radiant HVAC Heating Rate [W](Hourly),MEETING HIGH TEMP RADIANT:Zone Radiant HVAC Heating Energy [J](Hourly),RDC HIGH TEMP RADIANT:Zone Radiant HVAC Heating Rate [W](Hourly),RDC HIGH TEMP RADIANT:Zone Radiant HVAC Heating Energy [J](Hourly),RPLUS1 HIGH TEMP RADIANT:Zone Radiant HVAC Heating Rate [W](Hourly),RPLUS1 HIGH TEMP RADIANT:Zone Radiant HVAC Heating Energy [J](Hourly),NaturalGas:Facility [J](TimeStep) 
 05/16  02:00:00,9.2,,8.868716353658955,18.166379021555134,38.970885836393904,23.878346062088987,27.432579255521567,20.021320994277126,34.712584261148294,17.32034972841725,41.10568441105848,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  03:00:00,9.1,,8.769832306761874,18.056467284898936,39.23299241918393,23.741922028189254,27.652958212390544,19.890632563396835,34.98764045270089,17.316526437490126,41.10717389249601,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  04:00:00,9.0,,8.75354534818133,17.940867574691016,39.51082881179547,23.59545846362364,27.89192533315777,19.739861297555937,35.308782073901476,17.310604881849237,41.11369733298276,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  05:00:00,9.0,,8.42165565023045,17.854124756079568,39.707601671657144,23.474328900602725,28.082477739247345,19.594646821830036,35.61106486920447,17.306199407518605,41.10485752456587,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  06:00:00,10.0,,9.401393119962151,17.8608405689213,39.6924433368407,23.579932635346545,27.90540256335905,19.727716956002258,35.31942214571591,17.31041599211374,41.09558810932153,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  07:00:00,10.3,,9.782449564956185,17.94525129658009,39.48368506317856,23.737325432673195,27.64326526034837,19.955746576056512,34.82486970632912,17.31965484388853,41.073270480047796,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  08:00:00,12.0,,10.895301242067253,21.585872070521308,31.52683521209118,23.898458968687137,27.375124571821978,21.128331608867434,32.39713256887876,17.33317155391208,41.03564536444434,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2725.810874876454,9812919.149555232,0.0,0.0,3921.465002911233,14117274.010480437,26589103.511150748 
 05/16  09:00:00,13.0,,10.772280638786919,21.150736343921864,32.31615798663477,23.976126339831467,27.21886817820714,21.140795671859884,32.334784797858006,17.351054158939693,40.94626028744298,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,1545.229598275444,5562826.553791599,0.0,0.0,1679.4019797931758,6045847.127255432,12898526.312274478 
 05/16  10:00:00,12.5,,11.089095795862837,21.310422063310728,31.988077337249116,23.524824571652108,27.959136151943763,21.100382367560208,32.40271182326259,17.359618083245373,40.908920596971335,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2058.1118884991274,7409202.798596858,0.0,0.0,3326.387034974391,11974993.325907808,21537995.693894073 
 05/16  11:00:00,13.0,,11.858750558795188,21.324191206371175,31.945173157296672,23.44602972313792,28.07359767914166,21.18095870542715,32.22366158196549,17.35994116916104,40.88237832344264,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,1536.466682879237,5531280.058365253,0.0,0.0,2027.9371239792652,7300573.646325354,14257615.22743401 
 05/16  12:00:00,14.0,,12.822736933576753,21.311475872809986,31.934968693396037,23.5749958240406,27.829575639256266,21.101696240735393,32.34876704766408,17.361453485894575,40.83970398939803,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,1386.4556351096546,4991240.286394756,0.0,0.0,1484.3205794131698,5343554.085887411,11483104.858091298 
 05/16  13:00:00,14.7,,13.18845547035227,21.092900852023277,32.330645336266485,23.656656081720634,27.662439811589316,20.978214808604527,32.55917570162572,17.364073604469475,40.78785980777673,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,1051.03364625877,3783721.126531572,0.0,0.0,957.1914157575341,3445889.096727123,8032900.2480652165 
 05/16  14:00:00,16.0,,13.554161734801257,20.964357413891673,32.5569678974064,23.696646945626785,27.570517203033777,20.986747747230428,32.51218224876062,17.367936196161896,40.74041307062521,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,845.2669505239552,3042961.021886239,0.0,0.0,833.8055572045065,3001700.0059362235,6716290.030913847 
 05/16  15:00:00,16.0,,12.991580027849206,21.232363185636316,31.990326832470593,23.60842597243858,27.687030421723733,21.050401964762976,32.34974794108764,17.369853652122792,40.69083450166182,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,1151.472989582098,4145302.762495553,0.0,0.0,1291.931959493621,4650955.054177036,9773619.796302876 
 05/16  16:00:00,14.8,,12.652313698515103,21.023149674545447,32.408663799778914,23.433413209257058,27.984775055061977,21.039438427987058,32.37623895561736,17.36856922850524,40.700035837523835,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,916.2673723622097,3298562.540503955,0.0,0.0,1715.6836877292797,6176461.275825406,10527804.240365956 
 05/16  17:00:00,15.0,,12.08057565152611,21.20046628204654,32.05200960921785,23.23770345770916,28.312428103833433,21.050205663840995,32.34913397810701,17.36362358553738,40.70560175177896,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,1410.8884807177108,5079198.530583759,0.0,0.0,2471.5046163272323,8897416.618778037,15529572.388179772 
 05/16  18:00:00,14.0,,12.213025426742181,19.701594256692644,35.18210459741042,23.144104371611455,28.474869320538136,20.472921055058947,33.525518620907334,17.359409410574052,40.718976961660545,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  19:00:00,13.6,,11.733615412440505,19.332264372921877,35.97999274837121,23.020994672592465,28.689222133622927,20.250075377378373,33.98840836572948,17.353943693059556,40.7351582428738,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  20:00:00,14.0,,11.696055682696732,19.155304796888164,36.37696951598272,22.88573170560585,28.923611417797446,20.085651111405614,34.334023277550706,17.34789632601099,40.74862936657218,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  21:00:00,13.0,,11.268514124903808,18.800946791237443,37.23105975059683,22.689906928571695,29.30042511641679,19.850421009632583,34.87555589640808,17.34062472945351,40.81082830779059,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  22:00:00,14.3,,11.33806688307215,18.545659423208697,37.8702971013824,22.54490322217822,29.59081255499741,19.672031115398795,35.3010223807844,17.333641510879406,40.87233156372434,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  23:00:00,14.0,,10.639214862850237,18.298667966574897,38.53249002346422,22.370390344080747,29.961654052280164,19.495172790787777,35.7571234876955,17.32536744465744,40.96932168812122,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/16  24:00:00,11.0,,7.5688231332326765,17.756725008759044,39.870410004588976,21.964308303104453,30.7129021900735,19.157516351692372,36.51763290810642,17.307382703864313,41.01595374109738,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  01:00:00,10.4,,7.233238468092561,17.44584890204544,40.67988963943744,21.71186769029541,31.20567898846634,18.871636783870557,37.19399905547557,17.28604704058559,41.09293799052733,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  02:00:00,10.4,,7.328742005566733,17.81146075036599,39.760942283663184,22.068794391866142,30.539786832892435,18.96451136106925,36.986156591217,17.28704112772543,41.09839660141379,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  03:00:00,10.2,,7.245027937710217,17.86387626141991,39.636685681052114,22.12952980300519,30.432135078682894,18.940090732517543,37.04966914663375,17.2854939152395,41.110462533585654,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  04:00:00,10.0,,7.159544011701852,17.159808759908035,41.45178996610863,21.46592686906471,31.70111133225811,18.548490630877563,37.9774719418088,17.259668457607866,41.18575887006468,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  05:00:00,12.0,,8.855978886674897,17.012083275127235,41.87846331187981,21.289824400124534,32.07341201784295,18.370580083201748,38.44007187994621,17.245546573020746,41.263742196639846,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  06:00:00,11.0,,8.821666947549204,17.033882536205514,41.818911194992445,21.36573233176192,31.923168743097452,18.43424027113527,38.28533283679052,17.243498181218555,41.26739361709707,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  07:00:00,10.9,,9.10206953159268,17.065435856456325,41.734935665223546,21.473127985637255,31.713473936285496,18.601307358188045,37.88625041515394,17.24741549295214,41.256741939385186,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  08:00:00,13.0,,10.26577155525036,21.70449497767703,31.335678180481636,21.716012949353054,31.248741710923507,21.377425878594547,31.928064271449397,17.252957976727867,41.24566824609864,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,3647.7162616589594,13131778.541972252,0.0,0.0,9908.904453527015,35672056.03269726,54226482.86074392 
 05/17  09:00:00,15.0,,11.084867061967914,21.157404840361224,32.33737946799286,21.971564584856157,30.76408510551763,21.214254108248987,32.22431193526215,17.260514712443694,41.22510269973063,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2618.0526540360092,9424989.554529633,0.0,0.0,5562.599723663103,20025359.005187172,32722609.51079645 
 05/17  10:00:00,12.4,,8.80219641673877,21.278556230614946,32.08705812366517,22.026366596881594,30.652509677130205,21.203487577697512,32.235141489184926,17.260597210565578,41.2134369967886,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2445.5547224846387,8803997.0009447,0.0,0.0,4785.262051802525,17226943.386489093,28923267.097148657 
 05/17  11:00:00,15.0,,10.627697688011649,21.289362931471288,32.076189376948975,22.40019682038894,29.97167032056302,21.189201022482244,32.27312757148354,17.265975288262595,41.21086085963174,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,1775.7088284803017,6392551.782529086,0.0,0.0,2372.8330463327457,8542198.966797885,16594167.49925219 
 05/17  12:00:00,16.3,,11.867303031555652,21.168040292685408,32.31171733581821,23.35530961710974,28.290177284590087,21.299459399217643,32.05229963698039,17.287985961890765,41.15013476845692,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,733.7030420560562,2641330.9514018027,0.0,0.0,0.0,0.0,2934812.168224225 
 05/17  13:00:00,17.6,,13.24108406041855,21.020038920407394,32.604502384832124,23.239196243788555,28.480938221085232,21.16303831407263,32.31945162478429,17.299798621247486,41.116427139724614,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,821.739514063999,2958262.250630396,0.0,0.0,0.0,0.0,3286958.0562559953 
 05/17  14:00:00,18.0,,12.82555742351676,20.770524488510727,33.11382043771749,23.138778261497553,28.65822369834644,21.19414854438686,32.262570319279774,17.31124889677836,41.09299891560886,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,396.0455081734814,1425763.829424533,0.0,0.0,0.0,0.0,1584182.0326939255 
 05/17  15:00:00,17.0,,11.852034346731088,21.01968122917714,32.608792433287476,23.170969950010146,28.6013242133062,21.31820454860922,32.016651440629715,17.31834581045229,41.07286936511135,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,571.9388758122612,2058979.9529241405,0.0,0.0,0.0,0.0,2287755.503249045 
 05/17  16:00:00,16.5,,11.430263654495658,20.895495688946642,32.86313936036607,23.18278111990853,28.584732769739702,21.366232038380197,31.92678839308577,17.31846829179077,41.07804252032101,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  17:00:00,16.0,,11.49027246818098,20.930112665749583,32.81381564121108,23.072538237344787,28.79398849497243,21.210419309739827,32.25357799669935,17.313971629195937,41.11550754125134,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  18:00:00,16.0,,11.49027246818098,20.94704762373923,32.779658537531475,22.92060543580097,29.060026900582812,20.98898125659966,32.69525338708601,17.30812670375494,41.13071073672972,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  19:00:00,14.2,,10.821797759621091,20.574996152593375,33.538697399573095,22.715623102519917,29.422314681697742,20.739091241875215,33.20080895037353,17.301343979570362,41.14666994268559,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  20:00:00,12.0,,10.32734049707856,20.006238404873066,34.7386470428757,22.459579164390476,29.883317441391537,20.412340682255678,33.87661014857886,17.291725152951038,41.17171344585004,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  21:00:00,13.0,,10.77396914507945,19.586988094934796,35.65510404808839,22.29973766077928,30.17636900621149,20.172924401457117,34.38282719179922,17.284096163194206,41.19328303977468,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  22:00:00,12.7,,10.195715382862485,19.193217756018342,36.560092162682935,22.11444438029356,30.535850251611443,19.96769915665677,34.84182213837587,17.276092869448597,41.23702169423008,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  23:00:00,10.2,,7.713914466277061,18.63100149108618,37.846569717599,21.739417410768176,31.225887593391327,19.63130433409167,35.557223458874056,17.25943461425822,41.25760834932953,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/17  24:00:00,9.9,,7.440218532986985,18.286575742028333,38.6715982040288,21.51126004480566,31.664277546395745,19.381682739035774,36.11304655661543,17.24195314215759,41.30327338735656,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  01:00:00,11.3,,10.220147112226533,18.346678341563937,38.494192910571066,21.587811484630695,31.490306684689056,19.35945589012876,36.13320176630428,17.236661219393696,41.28312914073531,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  02:00:00,11.3,,10.127801006418279,18.6198004348607,37.80075236582627,21.852828033597714,30.95143906132398,19.392027802324726,36.02180905025295,17.24340411427397,41.2217910222132,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  03:00:00,11.3,,10.127262074588854,18.60625977171983,37.79268165461004,21.862723689315334,30.89993007648446,19.319847173220502,36.14565261585207,17.248699572891024,41.16426702029509,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  04:00:00,11.3,,10.034501444482585,18.147941276386682,38.8554494863752,21.42236172863531,31.711350895958816,19.071162761905935,36.67212448760563,17.23855427515678,41.14739116938691,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  05:00:00,11.0,,9.8379440099714,17.904416975668415,39.42487774600353,21.166157892239923,32.188727929916716,18.86981701665132,37.10843168909789,17.229881435377294,41.13981206966577,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  06:00:00,12.0,,10.323893412314607,17.876423465189326,39.49157402445871,21.12649339476721,32.26488329652538,18.787488511305813,37.29719593280383,17.228680906259164,41.1399639653624,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  07:00:00,12.1,,10.513442783228953,17.88315015971204,39.41695114200087,21.138190757052193,32.194427036119606,18.785709892859394,37.246634816227846,17.231390633563144,41.07258102852252,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  08:00:00,13.0,,11.268514124903808,21.61021985667096,31.32465890746051,21.213536350561807,32.06249629296703,21.335981534047708,31.842683596388515,17.236123801449086,41.08151567459805,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2995.6651281119975,10784394.461203197,0.0,0.0,9824.28475487269,35367425.11754169,51279799.53193876 
 05/18  09:00:00,11.9,,9.257250719861055,21.13530327622794,32.21717881905723,21.105748489048118,32.27443815990014,21.23107529149766,32.02822385889531,17.233545851121907,41.08694353811119,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2417.03408721461,8701322.713972596,0.0,0.0,6637.700720182263,23895722.592656143,36218939.229587495 
 05/18  10:00:00,12.1,,9.637920786290575,21.225331791391422,32.04228253145317,21.231437357910266,32.03035394653433,21.21768637028321,32.05726800240856,17.23335728133704,41.09253155560182,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2044.4413585500715,7359988.890780258,0.0,0.0,5275.18475550001,18990665.11980004,29278504.456200328 
 05/18  11:00:00,16.0,,12.992881031423362,21.23035050380252,32.030729293965884,21.673406640435324,31.172592817144256,21.214810918188483,32.06046340083972,17.243773061464175,41.06163472573657,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,1238.1902882015893,4457485.037525721,0.0,0.0,2804.42233221266,10095920.395965576,16170450.481656997 
 05/18  12:00:00,13.8,,10.563642936188032,21.05351943447998,32.37803141323691,21.743224022124657,31.038084668819387,21.055799644408488,32.37349546907598,17.24777994937593,41.04994867164175,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,1199.3373217517426,4317614.358306273,0.0,0.0,1950.0589026621249,7020212.049583649,12597584.897655468 
 05/18  13:00:00,17.5,,15.749574164329053,21.058957214468116,32.36489629491848,22.130264809079506,30.31222311693961,21.002635132183947,32.47710391399753,17.2652787889746,41.00155716952797,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,574.5792770457603,2068485.397364737,0.0,0.0,733.9474976093932,2642210.9913938153,5234107.098620613 
 05/18  14:00:00,14.1,,10.396802859703195,20.808643829044392,32.86933771634951,21.909380096650484,30.72468287533682,20.988322896796898,32.50802718762118,17.269099841926593,40.994609623700654,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,742.981171368853,2674732.2169278706,0.0,0.0,1549.089445178287,5576722.002641833,9168282.466188561 
 05/18  15:00:00,13.0,,11.269953507966186,21.057193300745702,32.43598637864801,21.832536121370634,30.931414969034286,21.00273033980861,32.54473139731688,17.26932194761533,41.07668083307095,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,884.9894165509378,3185961.899583376,0.0,0.0,1096.5525487984087,3947589.1756742713,7926167.861397386 
 05/18  16:00:00,11.3,,10.035321386037532,20.91275771616866,32.76647088270123,21.69665874451031,31.22857452111812,21.052268392943898,32.4866457293649,17.263090111416542,41.14460976764557,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,727.5718788621798,2619258.7639038474,0.0,0.0,2268.8939526429876,8168018.229514755,11985863.32602067 
 05/18  17:00:00,10.0,,8.878579202806542,21.030498473325046,32.588799163612855,21.42122645737487,31.816753695367332,21.04920703192716,32.551354400010794,17.249263704009888,41.254887570869236,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,1262.93389041986,4546562.005511496,0.0,0.0,3160.453781300434,11377633.612681562,17693550.686881177 
 05/18  18:00:00,10.0,,8.878929376145939,19.55847292739684,35.73654044634978,21.231674350358738,32.21111214822956,20.195142194819923,34.34274147498674,17.236703346672098,41.316149651439545,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  19:00:00,8.7,,7.796733202043969,19.020373056760548,36.98748026861278,20.970833053363677,32.77762122453385,19.780028622586777,35.27969293873491,17.220708879121204,41.41623932967342,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  20:00:00,9.0,,7.405948478639615,18.529709684987697,38.16046447819377,20.742147392119413,33.25963381117534,19.441759250003535,36.04786794873981,17.204040435750468,41.482089731594414,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  21:00:00,7.0,,5.9952385610492005,18.01116607420805,39.46578076886145,20.433772982655668,33.93509867009058,19.09211138542389,36.881563043737756,17.18132800893705,41.586957235567,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  22:00:00,7.8,,7.007093396092546,17.798364223015476,40.029738523046476,20.322576500179242,34.196324460783416,18.919803322411635,37.31021851633376,17.166394737020955,41.659996660748014,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  23:00:00,7.0,,6.463218379905496,17.565157939300008,40.63032335208225,20.182239758765867,34.50066335016939,18.734436454310806,37.752007079378615,17.154022909698273,41.700332770495955,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/18  24:00:00,4.6,,4.110875136125344,17.06156288985943,41.94514306279737,19.81943517616282,35.284124323957556,18.394438311525224,38.563812637127256,17.13521216174606,41.74833414104525,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/19  01:00:00,4.2,,3.7188291782045124,17.23385053005766,41.50626399181126,19.966652835485597,34.97782401837197,18.257012222923233,38.91375599991715,17.13338692701983,41.771111464533,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/19  02:00:00,3.6,,3.197991478378834,17.228149389524518,41.51784581823816,19.976961211038883,34.952627618357354,18.08881426561613,39.323933329731744,17.123239867337325,41.7945448921749,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/19  03:00:00,3.1,,2.772203139479586,16.961546596950487,42.22162209259434,19.76912283147213,35.40308019734212,17.833237378816555,39.958247591892984,17.103467365426436,41.84350042279705,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/19  04:00:00,2.0,,1.7499877152987227,16.680079622579857,42.97942160682545,19.534341053750474,35.920188250184445,17.549408009768314,40.67657060209087,17.08190091926941,41.89728301732158,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/19  05:00:00,2.0,,1.5612524967354953,16.46612753960509,43.560810905201066,19.353421716482334,36.32043981935982,17.302220828613414,41.309761681715806,17.064891382917395,41.93516757650125,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/19  06:00:00,3.0,,2.9999957041247565,16.49954362815986,43.47047045463505,19.545565532694592,35.890725130605,17.466254318544806,40.88571853989439,17.06051203624709,41.94895460847526,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/19  07:00:00,4.6,,4.46106070607369,16.62947082398744,43.15235750383909,19.739064405538862,35.49459893169548,17.645411288867454,40.46315441848581,17.06340853784751,41.979901356968526,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/19  08:00:00,6.0,,5.483464051379295,21.527743799616367,31.869909072824562,20.91708693304455,33.01103145005822,21.357755123578823,32.17035240307067,17.074646447952958,41.95430918993993,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4139.74428374565,14903079.421484338,4710.829414632914,16958985.892678495,14875.5997299677,53552159.02788371,94904693.71338505 
