Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly),HEATING SCHEDULE:Schedule Value [](Hourly),RDC THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RPLUS1 THERMOSTAT SCHEDULE:Schedule Value [](Hourly),ALWAYS ON DISCRETE:Schedule Value [](Hourly),ALWAYS OFF DISCRETE:Schedule Value [](Hourly),ALWAYS ON CONTINUOUS:Schedule Value [](Hourly),ALWAYS ON:Schedule Value [](Hourly),COOLING SCHEDULE:Schedule Value [](Hourly),ADU RDC-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 1:Zone Air Terminal Sensible Heating Rate [W](Hourly),ADU RPLUS1-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 2:Zone Air Terminal Sensible Heating Rate [W](Hourly),FAN CONSTANT VOLUME 1:Fan Electricity Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Electricity Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Electricity Rate [W](Hourly),Electricity:Facility [J](TimeStep) 
 01/18  04:00:00,5.2,,3.6732404501499487,10.18978721770014,65.58581047950945,5.000000501919171,19.100490116453816,4.043702096164007,20.423127469597205,12.183497780942936,57.4569094862338,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,31287580.77470471 
 01/18  05:00:00,5.3,,2.856329184466168,10.184845167165562,65.51677635661201,5.000000155889885,19.074078863271378,4.01426641707962,20.437130272899353,12.114762925878019,57.6378094825565,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,30333389.121065646 
 01/18  06:00:00,5.7,,3.6801002393168316,10.176323830302996,65.44924602402071,5.000000048646292,19.043558458911416,3.99299439976599,20.43496841238405,12.049189239200116,57.79479548700755,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,29490133.148133747 
 01/18  07:00:00,5.7,,3.4457012259642816,10.15178007540921,65.4423245476139,5.000000015266433,19.01029904390376,3.977729478479508,20.421187366025606,11.984472646379105,57.94056720809044,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,28607562.8821752 
 01/18  08:00:00,5.6,,3.275600874488498,10.146513856068877,65.37847925675149,18.82294113201546,7.82595292437561,18.508308177296982,8.006719357844537,11.926717157882972,58.0845860580607,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,31849.79703195789,28056.21533953595,1861.9102397492543,39046.86384558087,8236.60894749364,20293.49499728373,20293.49499728373,109411251.06429584 
 01/18  09:00:00,5.9,,3.4681010367778224,10.21707835921232,65.05120222352389,19.97161663425833,7.092740656207351,20.334679924708997,6.935675822436158,11.872051131662902,58.277082877866405,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,30237.544905011793,25701.68015902173,1861.910239749256,40142.3833958948,8402.155167031418,14594.63327304088,14594.63327304088,89491315.2473576 
 01/18  10:00:00,6.2,,5.222010412940429,10.309007373930452,64.57728307378382,19.995657713279243,7.073882935573666,20.854070822977015,6.708799546638591,11.839024756017269,58.33621149902165,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,26046.090623474054,21368.56513570198,1861.9102397492563,40529.37908490219,8434.393203437563,5460.624245652412,5460.624245652412,56724939.67982124 
 01/18  11:00:00,6.0,,3.23610782760723,9.985001219418749,65.90240542219973,19.99932745721525,7.062421635629175,21.11916321036469,6.59110676175722,11.834471795847591,58.27244551435193,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,25193.059826952176,20259.94655163571,1861.9102397492563,40271.19843294917,8412.867208815238,3532.664935984779,3532.664935984779,49706792.584377386 
 01/18  12:00:00,6.8,,5.325318059756397,10.166289755397257,65.08343912580818,19.99992243376079,7.059753006291808,21.210559279706498,6.55197946900581,11.87629113369731,58.09196593340391,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,23289.434350586533,18481.412061127478,1861.9102397492563,39993.65349895631,8295.248337729741,0.0,0.0,36565770.87892439 
 01/18  13:00:00,4.3,,3.036618023094891,10.05665754136044,65.58790324126754,19.999977353867678,7.062429248049337,21.273622885770482,6.5291741157638015,11.937270712930934,57.8807946950337,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,22886.552327051933,18043.177239886707,1861.9102397492563,27150.404190200647,6862.399233637438,12006.540633259978,12006.540633259978,75831062.78392802 
 01/18  14:00:00,3.2,,1.4426878031375194,9.754565669584135,66.89427871933368,19.999996410269272,7.058552932317573,21.314477503905174,6.509268471217754,11.995358545357341,57.62789691135396,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,22516.78609148504,17664.95698634421,1861.9102397492563,28290.581548226975,6930.604961360209,10061.752975071544,10061.752975071544,69075367.83425163 
 01/18  15:00:00,3.0,,1.396197834534402,9.742661755175883,67.03813059355292,19.99999957308107,7.068185428963636,21.356437827776144,6.501405317490551,12.056911293734636,57.4728141669667,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,21445.08871872659,16676.617959382605,1861.9102397492563,27792.929878107378,6890.900561296197,8518.821262936006,8518.821262936006,63377877.830333255 
 01/18  16:00:00,1.9,,1.0813431725287008,9.882012860186277,66.55137658461425,19.999999873451245,7.082782332116019,21.404546637711434,6.495651220244575,12.121821438902375,57.34568979637405,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,20505.99530625996,15794.55443683983,1861.9102397492563,25282.452716188276,6687.676463122344,9224.10947457384,9224.10947457384,65185308.63880358 
 01/18  17:00:00,1.1,,-1.227153303225398,9.616898706242665,67.84348856861526,19.999999962329568,7.092927179806928,21.41649246842514,6.500195060269354,12.17839201745779,57.214248471577164,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,20678.646300840104,15927.367705119797,1861.9102397492563,28566.29185966684,6940.307458923275,6194.677716494274,6194.677716494274,55188825.894600496 
 01/18  18:00:00,0.6,,-0.27522817353953644,9.400693493291161,68.9635176120786,7.471350559338978,16.54618589445942,8.238703776146611,15.732416974680879,12.224426684108074,57.14504124988167,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.910239749257,0.0,0.0,0.0,0.0,49961028.5513104 
 01/18  19:00:00,0.7,,-0.30631908740831554,9.200418972069173,70.01508894506836,5.562508101908295,18.391581684702164,5.683240002902092,18.253033594858714,12.25998504100478,57.10512960645836,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492559,0.0,0.0,0.0,0.0,42340079.78243511 
 01/18  20:00:00,0.5,,-1.7313476218969246,8.848584256724479,71.75493041489821,5.034320500140829,19.048495050210136,4.831495976103463,19.320410064220127,12.287733177679034,57.04478142834167,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,38362300.881601356 
 01/18  21:00:00,0.2,,-1.9240758918377912,8.603705701939521,72.96087754598308,5.000251347232129,19.096047557432115,4.634749303688095,19.589823914980656,12.295274364209707,57.0234826689554,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,35174236.3501465 
 01/18  22:00:00,0.3,,-1.838302117735848,8.442830769252256,73.77683338598963,5.00007645362344,19.100389119009936,4.519942729929646,19.75209890894498,12.281438291805586,57.087696476570784,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,33178047.879079714 
 01/18  23:00:00,1.2,,-0.9414641065046646,8.405383837223884,73.91451277157694,5.000023536013388,19.087547168870543,4.420314182900697,19.87696959440343,12.230432007056528,57.2409231879939,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,31659859.45228283 
 01/18  24:00:00,1.7,,-0.38170243125080294,8.378414888628967,74.05067724720908,5.000007316412052,19.087764394767014,4.342097805708986,19.986447953264246,12.163297455987339,57.49508717761196,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,30415892.032499865 
 01/19  01:00:00,2.0,,0.20969692329151646,8.351733610496,74.15145704977795,5.000002297560101,19.07916274209624,4.27764250027282,20.067946645498182,12.096975659517522,57.720788563643225,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,29358263.796535306 
 01/19  02:00:00,2.1,,0.4330069098521417,8.309147189151691,74.35169012844058,5.0000007262694215,19.07544741703556,4.227945401483093,20.134123499543623,12.031450585882164,57.959314364548064,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,28330347.54393196 
 01/19  03:00:00,2.2,,0.6574163011086818,8.267884159403867,74.5748924908471,5.0000002311608664,19.07916559733144,4.186923448435258,20.196116585348527,11.964482772376327,58.227182488828724,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,27390123.05164995 
 01/19  04:00:00,2.3,,0.751240424211733,8.220842357342105,74.86810342404624,5.000000073917071,19.093056294187583,4.153578580721826,20.258194376813275,11.896338540333279,58.53215120467704,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,26487559.502701983 
 01/19  05:00:00,1.9,,0.4433912430435548,8.133893700223384,75.32970004066641,5.000000023672559,19.0975560973945,4.131658574968338,20.2941859688245,11.827198934542698,58.81377855240426,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,25545059.31398718 
 01/19  06:00:00,1.8,,0.2859122851130677,8.040839063681048,75.84614655665239,5.00000000760872,19.107142634661407,4.112294095913114,20.33200966542706,11.75777382460594,59.113756162818134,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,24670412.70631244 
 01/19  07:00:00,1.5,,0.1333641165680709,7.9538394015328295,76.32483218269539,5.000000002455381,19.114185804898327,4.0944710586352375,20.364987156224664,11.688251681679247,59.40787401792178,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,23839954.68069613 
 01/19  08:00:00,1.3,,-0.33537969797292655,7.830499947916622,77.05358913281955,18.5607874158851,8.051596095413249,18.56261158173002,8.091314786518552,11.62265916252865,59.73152376655553,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,32324.712313915832,28021.151964977336,1861.9102397492557,26997.28673935102,6817.235268533206,32758.135155522643,32758.135155522643,150374212.78969842 
 01/19  09:00:00,1.2,,-0.35865721939819706,7.782025377189216,77.36609890060244,19.965873372550284,7.158847166138209,20.61639169173995,6.87718126442307,11.56030614742071,60.02318048491207,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,35068.11983856819,29483.677871804375,1861.910239749256,26778.952608538297,6799.729477082939,36677.3626692182,36677.3626692182,164420410.98978144 
 01/19  10:00:00,1.6,,-0.20113509277142744,7.8101299693523565,77.29053916610593,19.994892467974807,7.15262852603674,21.16292898309547,6.6556152391431525,11.520127996110947,60.23951838092998,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,29399.124064548134,23838.318248817195,1861.9102397492563,27523.50576833711,6859.547106925961,24316.83469425395,24316.83469425395,120137853.747345 
 01/19  11:00:00,2.2,,0.26725017460558065,7.969363799988627,76.52200633581107,19.99943717402945,7.156746130622267,21.353158394914274,6.583958672332435,11.530300888938998,60.25057339913763,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,26568.07586034738,21121.79885919962,1861.9102397492563,28446.290573063492,6933.91656875665,17546.917425275813,17546.917425275813,96033881.6416142 
 01/19  12:00:00,2.8,,0.7470531156481716,8.341598915831508,74.6121005190916,19.999912589306412,7.15660814992537,21.458277307883407,6.5417544257416465,11.59629370295415,59.988706518109744,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,23788.79060519689,18564.57271741804,1861.9102397492563,29051.22313941903,6984.170260027653,11523.614671124458,11523.614671124458,74530905.01524493 
 01/19  13:00:00,3.8,,1.369134966448317,8.865661663116821,71.99852576518757,19.999986221274305,7.15548082771574,21.52044378526648,6.515899886806378,11.701332676348883,59.56437615702056,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,21680.804981397938,16649.400952072898,1861.9102397492563,30575.99529596745,7107.800968842742,5942.376464375326,5942.376464375326,54883518.02268237 
 01/19  14:00:00,4.3,,1.2220748306073277,9.208424967828915,70.32144864116395,19.999997802956635,7.152556162986221,21.527547909210057,6.510408383084551,11.81889368451143,59.07943303756089,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,20529.63185966647,15641.38432080825,1861.9102397492563,32701.18137799592,7269.810413301546,1612.2157764404624,1612.2157764404624,39878173.54616855 
 01/19  15:00:00,4.7,,1.9479290460935121,9.530732552086498,68.80434117759586,19.999999646836237,7.151752699511057,21.50281688689445,6.519542053764731,11.944605758991106,58.58467669660533,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,19426.982445504327,14720.367598758274,1861.9102397492563,31942.697797822122,7219.071019801465,322.32870126379953,322.32870126379953,35051918.25893227 
 01/19  16:00:00,4.6,,2.158818474652512,9.783021175548312,67.65618250405028,19.99999995684685,7.152701498215961,21.47983713082678,6.529588667142676,12.065100622776537,58.128646926869976,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,18637.03043480606,14067.967448018178,1861.9102397492563,30816.557522340634,7121.122557104414,0.0,0.0,33534718.52426848 
 01/19  17:00:00,4.1,,1.856246103900976,9.71789702488621,68.00462089392454,19.999999987007634,7.158175336898109,21.400342689546957,6.5664857947548505,12.160830173986065,57.80738265708125,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,18576.396996804495,14127.635527831213,1861.9102397492563,30167.704790851978,7081.167736716095,562.1836881137123,562.1836881137123,35418944.39248463 
 01/19  18:00:00,2.8,,1.0870708599726362,9.285783452591122,70.04571439264626,7.647821960404793,16.484315424060487,8.354041457686783,15.744982063403418,12.234517716110366,57.5541293833059,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492568,0.0,0.0,0.0,0.0,50397706.94745745 
 01/19  19:00:00,2.4,,1.1129294833238943,9.043724304429341,71.23610317823282,5.663921389595159,18.393672262084934,5.777111902254649,18.264076911918536,12.306109101514451,57.3157334298106,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492559,0.0,0.0,0.0,0.0,44011503.68809692 
 01/19  20:00:00,2.4,,1.2444463565444632,8.836183693984136,72.31462134617905,9.355106519207927,14.313889299463476,9.290099672564084,14.374980789242539,12.361734732026592,57.16394964616285,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,10565365.736111976 
 01/19  21:00:00,2.4,,1.048430514975845,8.661856073365577,73.20321023543578,5.349791401887766,18.801456274453415,5.451293597870286,18.66359743414374,12.38156358984796,57.11324049513759,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492566,0.0,0.0,0.0,0.0,31701048.413337722 
 01/19  22:00:00,2.2,,0.9902534895204596,8.521722596563675,73.91934898151494,5.032681224066497,19.19624029236015,4.622127508643427,19.755853141766973,12.383082846389328,57.12146935333705,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.910239749256,0.0,0.0,0.0,0.0,37388830.63457503 
 01/19  23:00:00,2.4,,1.1142373516801667,8.416412536095967,74.45652498525467,5.001137360794771,19.240414969396053,4.411238490681932,20.050463583030453,12.371296340484875,57.171565297370165,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,35638569.86201742 
 01/19  24:00:00,2.6,,1.434613433633183,8.346119348162247,74.78749344029174,5.000347304959439,19.235019155971532,4.351420931801235,20.127951934132287,12.337879432229812,57.27810941046464,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,33266207.54918343 
 01/20  01:00:00,2.7,,1.6614888158695575,8.29581396746554,75.03500136595332,5.000106903988816,19.23318949294997,4.284779929771373,20.219977236577392,12.28080673448848,57.487123681156014,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,31881657.011902817 
 01/20  02:00:00,3.0,,1.9474795114304841,8.261144813320088,75.14611692454557,5.0000331371139275,19.21646332157801,4.224171142149142,20.288384781208393,12.214159599911927,57.689324009348006,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,30699611.716820635 
 01/20  03:00:00,4.1,,3.137317089766129,8.32496831576218,74.81879456767926,5.000010328079932,19.215906746643082,4.17071587235844,20.364036558977663,12.149603149590954,57.93331103148368,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,29882212.676063903 
 01/20  04:00:00,4.7,,3.71314166660688,8.383768636572858,74.49038687595035,5.000003237806987,19.208090589292397,4.130748916905127,20.412955190497982,12.08628409751993,58.151797203271386,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,29047460.28392932 
 01/20  05:00:00,4.6,,3.5458753729602015,8.364625609926858,74.59407459047388,5.000001020139923,19.20985425626382,4.102659632447665,20.455146640250273,12.021443980696697,58.40621939469381,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,28122524.962264247 
 01/20  06:00:00,5.8,,4.918174154842008,8.456764851633706,74.12689674703955,5.000000323235857,19.20926828368505,4.07442927611213,20.495132410235627,11.959608218118968,58.64309214633712,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,27583459.81425617 
 01/20  07:00:00,5.5,,4.702470969088842,8.487576495267323,74.04900229879904,5.000000103027936,19.229224252101297,4.054358190763584,20.54538231416988,11.897764869658388,58.944042655664475,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,26807749.049053453 
 01/20  08:00:00,6.4,,5.6502376899673274,8.5638986606971,73.71195334422174,18.80841276518282,7.941202187888391,18.550738962977185,8.094780929451694,11.843326503861254,59.19240913177881,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,32025.7253599031,28128.31790024268,1861.9102397492543,40131.76181257172,8336.677015427278,19455.68170722141,19455.68170722141,106755368.26463261 
 01/20  09:00:00,6.7,,5.555702800413742,8.592208726933753,73.5922616978145,19.97164354518475,7.192601793569889,20.478742577439593,6.971160101312414,11.790316409479088,59.417495960032085,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,31943.772615704227,26977.528481265974,1861.910239749256,41178.08481761055,8488.79194551694,16566.68054454082,16566.68054454082,96902577.82730526 
 01/20  10:00:00,7.1,,5.859432528832591,8.673990335483216,73.22077545456209,19.99571939469603,7.185259884658549,20.999500885453628,6.753769973619739,11.758734611629187,59.56999459961827,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,27946.9051072063,22811.227885127162,1861.9102397492563,41700.45644489314,8532.89357196531,7632.2272698544675,7632.2272698544675,64897311.89364852 
 01/20  11:00:00,7.8,,5.953118143615754,8.774090276137729,72.7720899356317,19.99952449895926,7.1880914996906995,21.183025194325122,6.682205817251622,11.764355229528581,59.58538267603842,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,26230.319923465784,21069.308303383128,1861.9102397492563,42622.08062945352,8611.249826022824,2982.4585339244395,2982.4585339244395,48440226.95890747 
 01/20  12:00:00,8.4,,6.170862460391161,8.903061617237354,72.14237127307376,19.999863490413965,7.188159711336405,21.265238156909966,6.648782834265086,11.805999961190484,59.42350715320115,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,24471.373448537885,19428.806173826302,1861.9102397492563,42154.89342715222,8488.48405978172,0.0,0.0,37261419.47831152 
 01/20  13:00:00,8.7,,6.445585389323838,9.060591736470142,71.35997013413946,19.999960468368936,7.18621879637964,21.315759867509747,6.626463325685152,11.868735212580598,59.16224443273763,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,23049.06268089539,18124.549936222054,1861.9102397492563,39383.189149687416,8034.8854363231085,0.0,0.0,35628464.43386051 
 01/20  14:00:00,9.1,,6.279369647702433,9.197193763398591,70.67015112872409,19.999988460490076,7.182630241410207,21.34775781541847,6.610184887721116,11.940441991324258,58.85363756908981,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,21864.84495942049,17052.7624152889,1861.9102397492563,37100.91887404774,7639.307642828313,0.0,0.0,34204384.37727925 
 01/20  15:00:00,9.3,,6.54805780384986,9.297160762376224,70.17203708685244,19.99999660691222,7.180217933164008,21.345917144334667,6.608714010788748,12.01770224547802,58.53486784768801,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,20905.33894903503,16223.534324390357,1861.9102397492563,35264.37755751394,7324.571578929842,0.0,0.0,33071334.547244757 
 01/20  16:00:00,9.0,,6.189126899697048,9.279760313766772,70.24364792586219,19.999998996938114,7.179122317025706,21.329541297613556,6.614343599484246,12.096570685713758,58.22248590904762,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,20312.18715808055,15732.428254634582,1861.9102397492563,34159.58890261039,7165.231106571819,0.0,0.0,32497708.84675587 
 01/20  17:00:00,8.7,,5.919872652617785,9.195351579890028,70.61860398252772,19.999999702245777,7.176494450354374,21.31033634910449,6.619713639939516,12.173958817515853,57.90523564496355,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,19810.538758269373,15324.6424103782,1861.9102397492563,33246.157660803336,7035.544149496287,0.0,0.0,32030835.801283956 
 01/20  18:00:00,8.2,,5.385713520269814,9.091386446269029,71.13465123620583,7.654617212985422,16.508696808829875,8.347399477177463,15.779700548953466,12.23831493147761,57.675749951481365,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492568,0.0,0.0,0.0,0.0,50544303.98790189 
 01/20  19:00:00,7.8,,5.113884331834371,9.010838702311052,71.54130430887231,5.622365720562335,18.482452612205915,5.74270272950634,18.342055484167606,12.299093062539118,57.46071715748079,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492559,0.0,0.0,0.0,0.0,43158053.03172045 
 01/20  20:00:00,7.4,,4.921957137759888,8.92059374409408,71.9912367659381,5.037682723571921,19.200547236794975,4.825797285103649,19.48700921358623,12.342034012741205,57.30850155269765,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,39782246.094622806 
 01/20  21:00:00,7.3,,4.914171253242176,8.848221188697792,72.34195090790324,5.000270491105331,19.24999077901896,4.630014537418601,19.75431553387392,12.357487499551803,57.24851743795208,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,36809016.273920655 
 01/20  22:00:00,7.4,,4.9216733643430555,8.789015523280202,72.6181839812195,5.000082041852826,19.24652644304561,4.5236810410240516,19.898021656470995,12.336489726843965,57.316553733075295,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,35047679.708192185 
 01/20  23:00:00,7.1,,4.568163152086387,8.709538450859522,73.00757320870814,5.000025170161371,19.246016000806346,4.442327103343574,20.011107108767458,12.286963161241646,57.501836716432756,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,33386897.13629488 
 01/20  24:00:00,7.1,,4.6500833502723244,8.657452852983369,73.24910612263307,5.000007776367521,19.24173520518047,4.376869466195904,20.09861467909423,12.227507212851544,57.714357376249644,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,32119237.1508722 
 01/21  01:00:00,7.1,,4.56764335747061,8.86388969028106,72.22055206787134,5.000002393834277,19.23841630316869,4.29846829708246,20.205914754783713,12.176510238966372,57.898452732324344,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,31704371.61893042 
 01/21  02:00:00,7.0,,4.476751364355176,8.965773964428129,71.68195037717234,5.000000740538505,19.226875569575487,4.249718946717271,20.262971475806694,12.120413737008166,58.07790699554442,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,30761923.319259882 
 01/21  03:00:00,6.8,,4.2142409639909655,8.949702753369367,71.71527737024739,5.000000230302806,19.21494226800984,4.216882777080314,20.297112073355972,12.059202032184597,58.27644957702663,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,29841378.472489774 
 01/21  04:00:00,6.8,,4.295688673853784,8.952432944616236,71.70132157747055,5.000000071950931,19.21474662439214,4.183393698097601,20.344675875675627,11.999006146044195,58.507589519855905,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,29053113.145748064 
 01/21  05:00:00,6.6,,4.436033564068569,8.961761418871534,71.6211279551068,5.0000000225915,19.20535573074293,4.156083472663835,20.373762856387778,11.940310825534029,58.705834733148684,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,28237592.852732733 
 01/21  06:00:00,6.5,,4.024001291958033,8.951078808052388,71.63852007089176,5.000000007129148,19.196160480711402,4.135868762602567,20.392938005564513,11.882030255324805,58.903831019766805,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,27465148.81051352 
 01/21  07:00:00,6.5,,4.264150226748437,8.941846016153516,71.67445446729593,5.000000002260313,19.193812757299092,4.117306530279797,20.41704561916274,11.82391255225154,59.12304440800787,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,26760767.79980538 
