Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly),HEATING SCHEDULE:Schedule Value [](Hourly),RDC THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RPLUS1 THERMOSTAT SCHEDULE:Schedule Value [](Hourly),ALWAYS ON DISCRETE:Schedule Value [](Hourly),ALWAYS OFF DISCRETE:Schedule Value [](Hourly),ALWAYS ON CONTINUOUS:Schedule Value [](Hourly),ALWAYS ON:Schedule Value [](Hourly),COOLING SCHEDULE:Schedule Value [](Hourly),ADU RDC-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 1:Zone Air Terminal Sensible Heating Rate [W](Hourly),ADU RPLUS1-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 2:Zone Air Terminal Sensible Heating Rate [W](Hourly),FAN CONSTANT VOLUME 1:Fan Electricity Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Electricity Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Electricity Rate [W](Hourly),Electricity:Facility [J](TimeStep) 
 01/01  01:00:00,-5.0,,-5.000005444813285,-0.21604694657019785,66.91960993520222,5.000014736997891,19.484608885036206,4.11935891422577,20.723407676546255,10.874289220399803,30.861947081233453,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,22344520.20906765 
 01/01  02:00:00,-5.0,,-5.000005444813285,-0.23895047704808017,67.04615442317203,5.000004799122058,19.484622168633365,4.072417520310212,20.79186401183069,10.819135559892459,30.975432276286668,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,21345969.145483468 
 01/01  03:00:00,-5.0,,-5.000005444813285,-0.2600375678423195,67.16289340547527,5.000001573446554,19.484626704498208,4.032615989768313,20.850105913660943,10.761796477616812,31.093908568362,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,20425704.83227827 
 01/01  04:00:00,-5.0,,-5.000005444813285,-0.2797476459889546,67.27220954277611,5.000000519286258,19.4846280004597,3.9986200584811984,20.899996379615658,10.703402806282812,31.215086824224553,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,19570446.818789087 
 01/01  05:00:00,-5.0,,-5.000005444813285,-0.2983840670806962,67.37574929974306,5.000000172497412,19.484628648440573,3.969601245072141,20.942688249801897,10.64473143680925,31.337373599676084,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,18771947.72552221 
 01/01  06:00:00,-5.0,,-5.000005444813285,-0.31621000259541737,67.47494875095028,5.000000057670238,19.484628648440573,3.9447382780778706,20.979343304041283,10.58605643365128,31.460203827742262,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,18024308.500881128 
 01/01  07:00:00,-5.0,,-5.000005444813285,-0.3334169565524589,67.5708545420059,5.000000019404357,19.48462864844058,3.9234621163282184,21.01076742835743,10.5275059859818,31.583310906257584,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,17322863.795917533 
 01/01  08:00:00,-5.0,,-5.000005444813285,-0.34949156023939437,67.66058916225184,18.34616895113267,8.335975593932462,18.547061809260324,8.304632903276337,10.47320886245084,31.697986213750532,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,32280.874836462728,27702.080956823873,1861.9102397492557,20865.549750402217,6322.903178538959,38546.4930907321,38546.4930907321,169432705.8324732 
 01/01  09:00:00,-5.0,,-5.000005444813285,-0.3587773513829608,67.71247735644805,19.96111931719603,7.286338725510473,20.373032178686536,7.1030590092608525,10.421153572364249,31.808331042299972,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,39530.28132314722,33688.9727390545,1861.910239749256,20865.549750402213,6322.903178538963,51254.09867571376,51254.09867571376,215180085.9384071 
 01/01  10:00:00,-5.0,,-5.000005444813285,-0.3509883488352187,67.6689464340526,19.994288366721687,7.271279416798828,20.911490665902306,6.8711475092066365,10.388937854110416,31.87681966245826,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,34854.6829763437,28922.067974882986,1861.9102397492563,20865.549750402217,6322.903178538963,41520.78556032365,41520.78556032365,180140158.72300273 
 01/01  11:00:00,-5.0,,-5.000005444813285,-0.3314029231192501,67.55962128004435,19.99939494932882,7.268979515199833,21.06830235486056,6.805120072854681,10.392151726337033,31.86997441437957,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,33136.0962668215,27217.95557866136,1861.9102397492563,20865.549750402217,6322.903178538963,37727.59436260159,37727.59436260159,166484670.41120332 
 01/01  12:00:00,-5.0,,-5.000005444813285,-0.3099375019973659,67.44002478064019,19.9998315364496,7.268782846502658,21.121897625553213,6.7827547649075965,10.428205807459806,31.793332904511562,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,31310.519769501992,25560.227255084665,1861.9102397492563,20865.549750402217,6322.903178538963,34219.669534469656,34219.669534469656,153856141.02992836 
 01/01  13:00:00,-5.0,,-5.000005444813285,-0.2929319816637888,67.34544080337356,19.99995277233176,7.2687283127928035,21.153130578842454,6.769758895527475,10.482243847095333,31.678848329297644,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,30019.048822581397,24396.66697192864,1861.9102397492563,20865.549750402228,6322.903178538963,31732.551237395997,31732.551237395997,144902515.16046318 
 01/01  14:00:00,-5.0,,-5.000005444813285,-0.2799362034054421,67.27325626709772,19.999986681522163,7.26871285450207,21.165974234619654,6.764423210059653,10.543571475045765,31.549478041080835,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,28903.523577753174,23411.482483871452,1861.9102397492563,20865.549750402217,6322.903178538963,29605.73532821794,29605.73532821794,137245977.88742217 
 01/01  15:00:00,-5.0,,-5.000005444813285,-0.2697424198546871,67.21669432740418,19.999996223946827,7.268708560538964,21.16485785082983,6.7648869775626865,10.608608846222356,31.412928658661137,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,27907.914782458723,22549.934744214428,1861.9102397492563,20865.549750402228,6322.903178538963,27728.828848556328,27728.828848556328,130489114.56064038 
 01/01  16:00:00,-5.0,,-5.000005444813285,-0.26183532879448945,67.17285615435948,19.99999892406659,7.268707701746664,21.15609893260691,6.7685254865794136,10.675916046406435,31.272309917285025,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,27003.300552976663,21778.055109325564,1861.9102397492563,20865.549750402228,6322.903178538963,26041.533302027463,26041.533302027463,124414850.59313646 
 01/01  17:00:00,-5.0,,-5.000005444813285,-0.25575063702168577,67.13914285144853,19.999999691983074,7.268707272350539,21.142961478237243,6.773987380282627,10.74396829582564,31.13084999849004,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,26173.611835212476,21077.31107765294,1861.9102397492563,20865.549750402217,6322.903178538963,24504.91532517369,24504.91532517369,118883025.87646288 
 01/01  18:00:00,-5.0,,-5.000005444813285,-0.2512290992841216,67.11410290052757,7.062256368120568,17.370965007565374,7.628281577060759,16.73534998191539,10.804807822573322,31.005030300279735,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492552,0.0,0.0,0.0,0.0,47866560.10470321 
 01/01  19:00:00,-5.0,,-5.000005444813285,-0.2541677142449717,67.13037564871465,5.389706032984952,18.98945441414312,5.344387152278166,19.06130548957049,10.863797725935168,30.88353540192221,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492557,0.0,0.0,0.0,0.0,34736123.884385176 
 01/01  20:00:00,-5.0,,-5.000005444813285,-0.2752661315158469,67.24734619242075,5.037590663368457,19.43369076287415,4.6635468916065435,19.948317500081536,10.908429824426742,30.7919470037354,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.910239749256,0.0,0.0,0.0,0.0,30627783.05052404 
 01/01  21:00:00,-5.0,,-5.000005444813285,-0.3061657645236129,67.41903405120951,5.00140895139352,19.482714294011895,4.464683659157288,20.227466490600897,10.931386564951,30.744952805950792,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,28008301.581865825 
 01/01  22:00:00,-5.0,,-5.000005444813285,-0.33906270996140503,67.60235442988183,5.000444347494619,19.484025064722957,4.35335600044241,20.38588944874531,10.923236063651418,30.761623154328575,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,26091609.285157226 
 01/01  23:00:00,-5.0,,-5.000005444813285,-0.36767857462523024,67.76225995017182,5.000141538634558,19.48443652317913,4.266595100032939,20.510313201029426,10.888627836428336,30.832520308497756,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,24580909.597032614 
 01/01  24:00:00,-5.0,-5.0,-5.000005444813285,-0.39261559902063425,67.90194419157068,5.000045466550839,19.484567090369545,4.197283073002853,20.610322049477954,10.842176798048527,30.927965622607843,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,23333728.214025788 
 01/01  01:00:00,5.3,,4.80101949418975,9.198261336745915,71.20718853275115,4.999999999999999,19.40160616287513,4.406662199684256,20.223321948056626,8.786844947070472,73.21356420878253,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13426120.154090058 
 01/01  02:00:00,6.5,,6.0523239221897205,9.144229325749741,71.43760187797221,4.999999999999999,19.393584766329084,4.406608674432609,20.21503647839642,8.777603483417579,73.22906499410728,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13608807.980902888 
 01/01  03:00:00,6.6,,6.075029170490199,9.175786299957778,71.26629171131393,5.0,19.38830206084889,4.40246917834305,20.215393799969362,8.768893247330706,73.25227356470452,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13576499.583342103 
 01/01  04:00:00,6.5,,5.976999200666943,9.16154431726159,71.32686195688679,4.999999999999998,19.38615030123764,4.402466802593477,20.21315328900269,8.75991311706254,73.28866159791669,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13517661.509586956 
 01/01  05:00:00,6.3,,5.9300934099875935,9.122124592083479,71.50090948587047,4.999999999999999,19.381846137237332,4.403341201153963,20.207427355959805,8.751231377072202,73.31544823414444,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13464689.93088134 
 01/01  06:00:00,6.4,,6.02860430185174,9.101985033457785,71.57139710487056,5.0,19.374606993802885,4.402695049860009,20.200794869312375,8.74316060639943,73.32810535655875,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13442725.683488749 
 01/01  07:00:00,6.6,,6.074852599167119,9.094968401299935,71.60674043178075,5.0,19.374998281432774,4.401854321808234,20.202393027776086,8.73551548435984,73.36753648615331,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13422777.487740234 
 01/01  08:00:00,6.2,,5.757246569412657,9.05554863050957,71.807665322763,4.999999999999999,19.377737617055214,4.4041037481333065,20.202064330196894,8.727450736023552,73.41797097498095,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13316643.551446468 
 01/01  09:00:00,7.0,,6.462457473030355,9.088366846157736,70.45084595814455,5.000000000000002,19.053751137296416,4.398764918287589,19.87172931877318,8.720756603606342,72.22317369399316,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13454000.168499313 
 01/01  10:00:00,7.0,,6.313024002681038,9.120560925112917,71.51567091345042,5.0,19.383802253105216,4.402444699609997,20.210736815980123,8.71464815172014,73.50461843913457,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13541092.365633467 
 01/01  11:00:00,7.7,,6.756286723569156,9.194203467240202,71.16777919329998,4.999999999999999,19.385563369783064,4.405111169062129,20.20879600496617,8.710521793130154,73.53182988585483,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13832805.003152639 
 01/01  12:00:00,8.9,,7.830520783537044,9.362482714222761,70.36390320263294,5.0,19.385171759809825,4.399319716678181,20.216591760512948,8.710291553892569,73.53149205498276,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,14361604.307198217 
 01/01  13:00:00,10.2,,8.815735672804422,9.551312025717726,69.42010346679118,5.0,19.369715898429334,4.38987286409845,20.213851952027202,8.71367596932994,73.45603629158205,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,14829473.754737923 
 01/01  14:00:00,11.0,,9.38314863602218,9.685727938152096,67.71115049081673,5.0,19.064315903303346,4.383603451472835,19.903886945999425,8.719820668360722,72.26779792199657,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,15107932.231756797 
 01/01  15:00:00,9.1,,7.064857860287941,9.566293046528871,68.2658859822936,4.999999999999999,19.066859589941554,4.411553852160455,19.867586222906006,8.723672766994989,72.25859752161008,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,14450302.905622084 
 01/01  16:00:00,9.1,,7.511123067528995,9.504054067546909,69.55245614774638,5.0,19.345064777746515,4.413322014784176,20.1549774538951,8.727005060205428,73.29639140837928,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,14493972.4941533 
 01/01  17:00:00,10.7,,9.110047763435865,9.638881023369507,68.92417128583259,5.0,19.344869133931578,4.387891847110275,20.190725598186837,8.730668187862365,73.27748063991855,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,14889475.394763738 
 01/01  18:00:00,10.0,,8.43746241075029,9.657791888190578,67.82858897434217,5.000000000000001,19.061576889894152,4.389363609627724,19.892994220602006,8.732106577200296,72.19735492659066,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,14617118.969690517 
 01/01  19:00:00,8.6,,7.458071998697149,9.535773928299053,69.41686783548963,5.000000000000002,19.3485863664155,4.404846775166024,20.170622810019072,8.73081865295811,73.29081627195801,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,14281318.593575247 
 01/01  20:00:00,9.0,,7.9180937457491325,9.508261475969649,68.50468027431803,5.0,19.059033520299895,4.40293037091502,19.8714367425505,8.729309877846767,72.20138671226934,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,14362361.428835807 
 01/01  21:00:00,9.0,,7.9180937457491325,9.526959641735482,68.41858379760414,5.0,19.059033520299895,4.400767202701957,19.87444944903845,8.727010415917123,72.21262378191605,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,14340168.916312125 
 01/01  22:00:00,7.3,,5.973545934078697,9.348174485394866,70.31302958452956,5.000000000000001,19.35249924271436,4.421091327701988,20.151749173371467,8.720581735012855,73.35644619922121,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13757526.576852918 
 01/01  23:00:00,7.3,,6.053053925332837,9.228768197945646,70.87242404084839,5.0,19.350151516935053,4.425975847910674,20.142409531515547,8.713744901168306,73.38149858117337,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13687386.432231428 
 01/01  24:00:00,9.0,,7.587270259041183,9.353881198328303,70.24835176512272,5.0,19.342130120522395,4.408270609471825,20.15905462052651,8.709243759076452,73.37343275601194,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,14063719.190703984 
 01/02  01:00:00,7.4,,5.827258947751912,9.468084473551382,69.7139115674747,5.0,19.343108339597105,4.4066237008753655,20.162401139899195,8.704790112223538,73.39926908368943,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13781469.65625081 
 01/02  02:00:00,7.4,,5.1761168355557565,9.462645935900238,69.75988387543876,5.0,19.348782010230458,4.410152391585926,20.163328594446753,8.70009216294202,73.44415167697701,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13805398.294490047 
 01/02  03:00:00,7.3,,4.920295254387803,9.444404486734983,69.83709123155772,5.0,19.346434284451142,4.4108453854644765,20.159902865749025,8.69531160401993,73.4590092061215,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13720472.226133866 
 01/02  04:00:00,7.0,,5.132266662337907,9.416358437376383,69.96621092213104,4.999999999999999,19.345652030871083,4.412279205871627,20.15706193296186,8.690260324919276,73.48116419347531,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13672950.095328286 
 01/02  05:00:00,6.9,,4.878708320049169,9.393473820487676,70.02163725609614,5.000000000000001,19.33117406688559,4.413446767806001,20.140329201743963,8.684827911469617,73.45318294579671,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13582196.423964638 
 01/02  06:00:00,6.9,,4.9592658261841835,9.379817989921369,70.11583602203464,4.999999999999999,19.339391428688813,4.413028054858239,20.14948132055216,8.679361887861623,73.51160617330164,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13558001.365717864 
 01/02  07:00:00,6.8,,4.867479627300693,9.37857335862736,70.16853276037425,4.999999999999999,19.35230392068976,4.411962636720013,20.164440212090724,8.673933459280983,73.58773309749233,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,13526191.949507391 
 01/02  08:00:00,6.8,,4.947688323000015,9.106800192221979,71.51585735692767,18.725636389371424,8.050987456543355,18.99578045896865,7.948882411888213,8.663705062860076,73.68859878460431,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,29713.439358918822,25378.497372219015,1861.9102397492566,40486.72188526381,8347.16602329857,14123.58863363136,14123.58863363136,87597593.6280451 
 01/02  09:00:00,7.5,,5.92238767983159,9.127220783766374,71.43307535704648,19.976374861489067,7.236613769426455,21.22123482791451,6.702727391672429,8.660947203501793,73.72022975393895,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,42943.39739145747,35471.986943527954,1861.9102397492566,42225.91954557225,8577.490910650586,34999.067288821534,34999.067288821534,163578486.38119695 
 01/02  10:00:00,6.9,,4.802372851004804,9.051902921718648,71.91612108697305,19.997965036214776,7.238867009162025,21.80703037561358,6.476600511753148,8.67979636487625,73.7481637497236,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,37648.255776770246,30084.823005703503,1861.910239749256,41438.88783125448,8510.779420705423,24749.01057495711,24749.01057495711,126438120.84748244 
 01/02  11:00:00,6.2,,5.082646616471645,9.125396243354682,71.6121275745376,19.999943022763638,7.2432348460171045,22.0068848335155,6.402613370643878,8.739448031461295,73.50429011751362,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,34130.41692751548,26755.681444104193,1861.9102397492563,40529.37908490219,8434.393203437563,18692.21721252001,18692.21721252001,104358674.36054459 
 01/02  12:00:00,6.3,,3.2189239817830786,9.19202856548912,71.29171593888488,19.999984247363116,7.243289431367586,22.129888319422484,6.35484429455618,8.840570958046388,73.00390644661101,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,31410.76237331781,24224.288541832102,1861.9102397492563,40658.74651688947,8445.20672309752,13288.123190527873,13288.123190527873,84942864.55214873 
 01/02  13:00:00,6.2,,3.050881036907297,9.404925732117713,70.27145817687203,19.99999559380847,7.242773404388424,22.186020114999618,6.332702587607721,8.971540377728445,72.35544438202733,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,29353.42095505652,22361.45458502948,1861.9102397492563,40529.3790849022,8434.393203437563,9402.85410661945,9402.85410661945,70916967.17930257 
 01/02  14:00:00,6.5,,3.4750970277877404,9.786971939712437,68.495649594854,19.9999993305717,7.2432098144134205,22.209869559988064,6.323893301638395,9.112624183498042,71.67410523043031,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,27253.013069453114,20506.851338813816,1861.9102397492563,40918.04013560702,8466.933624917061,4998.393647923445,4998.393647923445,55178055.04532314 
 01/02  15:00:00,6.1,,3.678271862691714,10.084470676929833,67.1500409871784,19.999999897295297,7.244085415540645,22.19138179406662,6.331783333274135,9.271223447121368,70.92017073647415,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,25788.723322161197,19263.49624997536,1861.9102397492563,40400.19669310353,8423.613290945412,2774.4116292382378,2774.4116292382378,47015766.575758465 
 01/02  16:00:00,6.4,,4.7352651010374185,10.339656775649813,66.04860862203607,19.993738358214774,7.25076514840836,22.126121784751604,6.360401883192403,9.430893106933414,70.19892688904935,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,24509.481628431266,18237.761578011778,1861.9102397492563,40788.299897609635,8456.053613491717,0.0,0.0,37144669.871667504 
 01/02  17:00:00,4.8,,3.166739480484334,10.152805690249167,66.9052815271519,19.99819307290869,7.2516113213887,22.057078166609784,6.3897347173579035,9.572916692888029,69.5587957379964,20.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,24327.529081677952,18183.787119288747,1861.9102397492563,28668.906945557075,6982.59905073407,11890.2747447988,11890.2747447988,75845224.92701566 
 01/02  18:00:00,3.8,,2.3036849293074186,9.737413038561503,68.82869345085822,7.253749578627176,17.130303341522055,8.525485173396625,15.744099308381928,9.672549141471741,69.12626359647184,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492566,0.0,0.0,0.0,0.0,48942226.26251437 
 01/02  19:00:00,2.8,,1.8296663113086218,9.458078533519535,70.19895349959492,5.409140507438166,18.94887100294346,6.1086974081164875,18.061996719243528,9.783038220723345,68.68168718278976,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492566,0.0,0.0,0.0,0.0,36909527.4641891 
 01/02  20:00:00,2.2,,1.3186218464281065,9.180842973971766,71.53637069812748,5.039136758580485,19.415143219443443,5.383067422089027,18.956175398796333,9.885475782080363,68.2248358319402,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.910239749256,0.0,0.0,0.0,0.0,32710740.9983287 
 01/02  21:00:00,1.9,,0.9045009912854495,8.940813654933534,72.74252478212784,5.001452485788828,19.476520842869192,5.17251807774126,19.245696253084045,9.964519847862205,67.90018252399229,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,30115683.724055357 
 01/02  22:00:00,1.9,,0.6516346384102664,8.741728348400562,73.76916535140448,5.00046054960577,19.488628506548977,5.055522244401063,19.413949249878893,10.001005510991508,67.7717985423948,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,28219677.66548907 
 01/02  23:00:00,1.3,,0.392745854861688,8.577979505686294,74.62319440826862,5.000146559846678,19.497272249485377,4.961983053855298,19.549243820077862,10.000388559190839,67.80317534368616,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,26740831.264928184 
 01/02  24:00:00,1.4,,0.7951628594928849,8.498879394266758,75.05826249410613,5.000047061158191,19.506211384355517,4.878493059245231,19.672360914985312,9.986032139787438,67.89907207054348,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,25683218.406268917 
 01/03  01:00:00,1.1,,0.5634412415426667,8.744200253858729,73.83753066705768,5.000015241723817,19.510559006618823,4.768474044984978,19.828480086727858,9.969554865962701,67.9890848671454,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,25223325.949632213 
 01/03  02:00:00,1.5,,1.0148347205869508,8.835945248403508,73.37552995782023,5.000004954574433,19.50920345050181,4.696878777407084,19.926553086314343,9.944828088691418,68.09707001778537,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,24467203.401976265 
 01/03  03:00:00,1.7,,1.1490456988895317,8.796065750733995,73.61871758087078,5.00000161857826,19.521142263609846,4.646072121258027,20.009707929212645,9.915076892987075,68.27475946063309,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,23720064.04944387 
 01/03  04:00:00,1.8,,1.3085534518303998,8.76495275787706,73.78197408901632,5.000000531370022,19.52329564389286,4.598921918612915,20.078031181056907,9.886293473016838,68.41419694018037,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,23076708.365656126 
 01/03  05:00:00,1.3,,0.8193220535371533,8.698017131234822,74.11178364820232,5.000000175554538,19.521926786455072,4.560497070320265,20.13068116370883,9.857518849410095,68.54154493246673,5.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,1861.9102397492563,0.0,0.0,0.0,0.0,22259752.94832837 
