Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly),HEATING SCHEDULE:Schedule Value [](Hourly),RDC THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RPLUS1 THERMOSTAT SCHEDULE:Schedule Value [](Hourly),COOLING SCHEDULE:Schedule Value [](Hourly),ALWAYS ON DISCRETE:Schedule Value [](Hourly),ALWAYS OFF DISCRETE:Schedule Value [](Hourly),ALWAYS ON CONTINUOUS:Schedule Value [](Hourly),ALWAYS ON:Schedule Value [](Hourly),ADU RDC-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 1:Zone Air Terminal Sensible Heating Rate [W](Hourly),ADU RPLUS1-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 2:Zone Air Terminal Sensible Heating Rate [W](Hourly),FAN CONSTANT VOLUME 1:Fan Electricity Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Electricity Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Electricity Rate [W](Hourly),Electricity:Facility [J](TimeStep) 
 10/29  07:00:00,1.5,,1.0095103098207687,12.716655388458696,55.6033067352638,17.611994536709116,30.079156450242877,17.180188738510193,30.911429884959173,19.116671501857613,36.92740007381032,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,981.4260401769873,1463.6501538905673,1861.9102397492563,390.8877069852453,140.72399741775632,0.0,0.0,7235023.304102579 
 10/29  08:00:00,1.7,,1.26745139315168,12.638626525402243,55.89946633658185,17.511715170350776,30.276046668379497,17.07116002159967,31.131687573829055,19.06983537918194,37.042637730864236,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,833.2181058202518,1347.578986609431,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/29  09:00:00,3.7,,2.819985402116729,12.694208963620842,55.69607244508466,17.908393226334844,29.522228922036263,17.42423432532614,30.437320464479036,19.03570266718898,37.12162388978245,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,83.52828847330024,698.5007418181815,1861.9102397492563,0.0,0.0,0.0,0.0,7169972.453589326 
 10/29  10:00:00,4.8,,3.445593075250391,12.941059736989724,54.79868479200671,18.682485665493104,28.1129929789902,18.169157505448275,29.03192728204619,19.016388614621228,37.163356774619544,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,0.0,405.16501528631716,1861.910239749256,0.0,0.0,0.0,0.0,7550313.244926982 
 10/29  11:00:00,8.0,,6.049560134070333,13.501344636711707,52.83223786144234,19.454052734743005,26.78465112506431,19.0316658544249,27.49938105902668,19.01908344847793,37.157485080973885,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,39.992364422568755,443.70326035976996,1861.910239749256,239.84069696222016,64.02049143919405,0.0,0.0,7783256.808811607 
 10/29  12:00:00,10.0,,7.445454763378946,14.304198170279452,50.09912950060013,20.0509480612879,25.78466143466365,19.801222048474543,26.187399264523894,19.06432453770483,37.01563938886454,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,179.2800325139337,424.3517599617004,1861.910239749256,178.27703592022885,46.05112380803257,0.0,0.0,7578550.646247305 
 10/29  13:00:00,11.4,,8.22944285239687,15.059939883922425,47.707231489206976,20.4162290048244,25.205781863298903,20.307891979577914,25.375230868909597,19.139515015758793,36.83868664673621,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,519.2384673372288,603.8993407580282,1861.910239749256,152.54638088780285,38.53141578100836,0.0,0.0,7209422.710448117 
 10/29  14:00:00,13.0,,8.044567393229547,15.719061245000901,45.68591857034961,20.674390586694315,24.783708557083386,20.634744457514774,24.844401119543466,19.230163115975945,36.59589702710187,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,645.9228884863525,616.2437431590107,1861.910239749256,0.0,0.0,0.0,0.0,6933076.065836028 
 10/29  15:00:00,11.4,,8.22944285239687,15.973940879905424,44.98791776109535,20.71425909113067,24.746533262980535,20.680305772635833,24.79835338963017,19.319316094482073,36.42820614871852,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1030.6227461352287,941.6780627144254,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/29  16:00:00,12.6,,8.250244631986396,15.992810270844869,44.905658882052144,20.634471842785832,24.852985543137372,20.532138896926682,25.010313438368883,19.40255354084809,36.21732409702054,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1102.1036580593468,1100.6902379849228,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/29  17:00:00,12.0,,8.86260255046098,15.724443624178068,45.670614956867304,20.485900841751484,25.07483782291225,20.31220113332113,25.345252695911185,19.468005164719823,36.06017458821238,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1345.3110248405928,1412.818944417251,1861.9102397492563,340.883656196987,85.34189451179408,0.0,0.0,7010107.683339782 
 10/29  18:00:00,9.6,,6.254947998609168,15.276466852847488,47.003525928265546,20.17116267758954,25.56748183969625,19.98009346230021,25.871696026921384,19.502133956918424,35.98372070880183,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1380.483982363833,1467.9621958503967,1861.9102397492563,392.32846337278045,101.8358070548029,0.0,0.0,7069485.7684946135 
 10/29  19:00:00,11.7,,8.495975730352294,15.110378775842888,47.53309215751929,20.00543302865559,25.845162554712804,19.777562654669527,26.21287017391169,19.517202399085686,35.96989372388935,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1231.4902692789035,1391.0199734139237,1861.9102397492563,403.75802344184035,101.52894971107595,0.0,0.0,7068381.082057197 
 10/29  20:00:00,11.0,,8.3541565379305,14.97588750990883,47.970004869470365,19.897346545263918,26.031629890659385,19.642868084420265,26.44597138499195,19.514458039060077,35.99370443078762,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1192.1586298666082,1394.6829839111024,1861.9102397492563,356.84197950062736,90.78666275372673,0.0,0.0,7029708.8490107395 
 10/29  21:00:00,12.0,,9.262275488477998,14.884935545311242,48.24900915057297,19.8145518549462,26.164024394152026,19.54851859349481,26.59983962340993,19.499345153893163,36.02533368111131,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1136.5547538628941,1362.8757235360683,1861.9102397492563,368.08939452722876,92.13575034866076,0.0,0.0,7034565.564352502 
 10/29  22:00:00,12.6,,9.502297144515286,14.825689064893627,48.43268056942653,19.687247719169534,26.37102426990748,19.420897898725205,26.811252005743608,19.4770939003083,36.07448176992739,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1003.4708466706511,1247.9486297377744,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/29  23:00:00,9.9,,7.171080152809201,14.636877650272583,49.033494774226874,19.549616531073834,26.60128961494162,19.309057273086054,27.00242862139583,19.44781497049008,36.14541626096305,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1228.7699873500567,1406.6693024970632,1861.9102397492563,389.5092366591714,100.88982876715617,0.0,0.0,7066080.246659085 
 10/29  24:00:00,10.1,,7.444287137529969,14.526789865282021,49.39059768651133,19.44632875236685,26.776532034526674,19.20985807580776,27.173713989694292,19.416333705411734,36.22146927765553,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1189.2151201459892,1366.5750477676188,1861.9102397492563,384.0198134387121,99.14086284864297,0.0,0.0,7059783.969352438 
 10/30  01:00:00,12.8,,9.989070005124166,14.622705441006172,49.09245600689355,19.436428658269772,26.796864947692644,19.175004812125742,27.23671273343422,19.388978944285498,36.28837773619627,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,999.727051359862,1237.7121807934336,1861.9102397492563,309.86011472562865,76.60062324524375,0.0,0.0,6978639.1067802 
 10/30  02:00:00,12.5,,9.917229670960026,14.651522082648897,48.99415727567653,19.380419997796576,26.88657363437008,19.111304397472217,27.34119956214192,19.364406715438726,36.338717440653255,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,890.2656399360751,1153.7311201047974,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  03:00:00,12.3,,9.932037116053507,14.61776064777912,49.09458162889454,19.317058517264044,26.98925495275666,19.052819800187073,27.437491512272256,19.341131670501817,36.3865727442021,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,896.4551095692863,1152.1759277632573,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  04:00:00,12.0,,9.849925864900234,14.581902218752866,49.20190446901838,19.25790896289024,27.08526960564458,18.99788132007904,27.528071925028634,19.31853771502987,36.43295290219875,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,893.2674721263826,1143.4362002335758,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  05:00:00,12.5,,10.215704484547402,14.589462259219362,49.19045355728262,19.22701479068561,27.144397896377736,18.960327604330196,27.599748616393427,19.29746423256882,36.49012936959556,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,850.2151227729893,1115.5632214977752,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  06:00:00,12.9,,10.38467369355538,14.616231620587058,49.11851278200181,19.21687908587697,27.16877062274869,18.941957961863793,27.63877522345377,19.277867988822877,36.54440953515326,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,811.1716916777449,1093.4000821308173,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  07:00:00,13.4,,10.74112702479336,14.627992551558965,49.09375794125938,19.21041886916517,27.186658314752066,18.931929834049587,27.663159572240065,19.25874444236806,36.597322035359205,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,798.895926565202,1087.8211430630356,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  08:00:00,13.0,,10.78052196489928,14.665291995512433,49.03572228633924,19.811272140680757,26.222276448885687,19.551515468589706,26.648659945738196,19.24228354450781,36.679810910181914,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1830.2318857421192,1955.347671970361,1861.9102397492563,2991.7942356659337,721.1438344332909,0.0,0.0,9298994.667057171 
 10/30  09:00:00,14.0,,11.185867711649587,14.821320744456528,48.54147718562484,19.960478136908453,25.978774490408657,19.719611387580784,26.369778293562607,19.229000484168573,36.70793303577838,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1090.5607321004438,1287.2859485194642,1861.9102397492563,725.3693616458903,175.42643503415806,0.0,0.0,7334412.029220292 
 10/30  10:00:00,11.8,,8.885979994174184,14.95841305403981,48.10655930164137,19.98530935412765,25.93460115370113,19.820601968934536,26.200757991628915,19.221066878110026,36.72008662861225,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,773.5591827217304,904.3802826626128,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  11:00:00,17.0,,12.851606331232803,15.416319474683444,46.72048996547903,20.332009248732497,25.389006150566708,20.24051060371525,25.533086021033878,19.23488794010906,36.69484561219889,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,304.56041213341916,393.8889134206802,1861.9102397492563,0.0,0.0,0.0,0.0,7178784.464496509 
 10/30  12:00:00,17.0,,12.364098024836183,16.003004334839694,44.99730233250371,20.63160512486677,24.92361692481189,20.61247960325022,24.9530798134613,19.273547155575045,36.60657631938019,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,437.3186622912504,406.273287255991,1861.9102397492563,0.0,0.0,0.0,0.0,7168518.849842118 
 10/30  13:00:00,17.1,,12.326024441374619,16.408478710414272,43.83469750808217,20.7892092372807,24.675688190134533,20.793102252697686,24.669774995290133,19.329925828161606,36.46784753481236,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,724.7708055456715,622.8111264391738,1861.9102397492563,0.0,0.0,0.0,0.0,6937567.772298364 
 10/30  14:00:00,17.0,,12.36242504269517,16.728100390712758,42.92649456967004,20.90911699455748,24.479540717326223,20.933922494449384,24.44223997693858,19.401147675875634,36.284659533377756,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,881.8380464955716,729.301351495132,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  15:00:00,17.0,,12.85012939278173,16.890875743793586,42.48470799668168,20.9600118813739,24.40298604065076,20.990957690432932,24.356602472828225,19.46895488496632,36.13188520865947,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,989.3058574786132,813.7558331149153,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  16:00:00,16.5,,12.530513407575775,16.827620590204265,42.6612906572805,20.905137465252754,24.488732624672267,20.911708736667872,24.478836730314647,19.52214383759096,36.017355074626344,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1110.6553540380623,953.55066778772,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  17:00:00,16.0,,12.551933815823643,16.609116457565225,43.25067680731613,20.780201833214555,24.673716124459176,20.759947874371587,24.704506773345216,19.55393262491504,35.94037246538664,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1206.8155365904363,1074.9857137762529,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/30  18:00:00,15.0,,12.095745987044575,16.320131722377386,44.052022608739684,20.662521814861933,24.852212510622785,20.62490966337075,24.90989417304518,19.56698260758054,35.90976418077478,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1399.455063843102,1266.627664773831,1861.9102397492563,419.89101061744714,100.11810360389927,0.0,0.0,7063302.03607136 
 10/30  19:00:00,14.4,,11.656594045067482,16.06227214057928,44.80567286435602,20.527275600449112,25.073134876216734,20.477995466315484,25.1494933087306,19.567319360292192,35.92736053787261,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1395.9419034401062,1280.1407814564768,1861.9102397492563,384.28147825024377,92.54381400382641,0.0,0.0,7036034.593511098 
 10/30  20:00:00,14.0,,11.184810863748218,15.821384383383169,45.48056433379279,20.396686965679937,25.26469204111513,20.333195701007206,25.363970324534947,19.557223629624218,35.93375533220428,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1403.8780881422165,1307.1889983639776,1861.9102397492563,429.89096689711863,104.16593037612245,0.0,0.0,7077874.212451364 
 10/30  21:00:00,11.0,,8.92286771231963,15.521566949996673,46.40380168417451,20.196264077007925,25.602323945463507,20.14046502826445,25.690853448295282,19.535384126678125,36.0145613158854,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1501.7013461514255,1381.0797721543397,1861.9102397492563,419.2658798598095,106.62124365715825,0.0,0.0,7086713.340263093 
 10/30  22:00:00,10.8,,8.6434326450985,15.309500980630293,47.01005120356841,20.040914667201132,25.833293347872978,19.981307678261373,25.928846764564796,19.50706995026901,36.055179582631766,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1531.4315033884425,1412.2582727283134,1861.9102397492563,601.6049986966931,153.29284485787565,0.0,0.0,7254731.1045856755 
 10/30  23:00:00,10.6,,8.458070393109443,15.188648303090146,47.36648545660327,19.901485647365924,26.051837292296216,19.82700378068138,26.17243780326583,19.475601874164692,36.11805732341633,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1437.4332016639771,1351.876929360241,1861.9102397492563,480.17453767079354,122.85943762841441,0.0,0.0,7145170.8385596145 
 10/30  24:00:00,10.6,,8.365196413029842,15.086229818743007,47.66889163961379,19.77018206840724,26.258961225734023,19.685064996327586,26.398071257260792,19.440943659711493,36.18787158435268,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1395.1760933897428,1330.3355137506335,1861.9102397492563,447.2253536041609,114.45591702750758,0.0,0.0,7114918.16439635 
 10/31  01:00:00,10.1,,7.903728890354458,14.925978693142124,48.15305013710743,19.611019620660503,26.514068178389287,19.530621791932088,26.64688302607749,19.40123961870261,36.26959558178031,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1416.1720459458754,1341.8404359892058,1861.9102397492563,416.3760137869869,107.46885317737602,0.0,0.0,7089764.734535877 
 10/31  02:00:00,9.7,,7.534133301602526,14.777582365731595,48.59115339898178,19.46671940117424,26.739308632891127,19.392068029950792,26.86379169760943,19.35741560561162,36.35007495660405,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1429.362840897735,1345.1209309886092,1861.9102397492563,479.72622839883485,124.59198910321882,0.0,0.0,7151408.023868911 
 10/31  03:00:00,9.5,,7.259773304200636,14.66398208331031,48.92321113869933,19.333318209681085,26.948154345682557,19.255599378242305,27.078914900769046,19.316055040688447,36.424796296821846,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1390.7796068361195,1316.024655739199,1861.9102397492563,432.84730373826153,112.83483733360819,0.0,0.0,7109082.277498312 
 10/31  04:00:00,9.0,,6.799426046191008,14.54464210612937,49.2766278564939,19.20155867150971,27.156356667742177,19.118407099203736,27.297510347190613,19.278802312720806,36.490725155743625,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1374.6189974489062,1309.724280116609,1861.9102397492563,412.0467190878136,108.34639595716737,0.0,0.0,7092923.888543125 
 10/31  05:00:00,8.8,,6.7023539717294005,14.440085568401894,49.60886493296174,19.09120065618749,27.342753510422046,18.992033605910212,27.512489633725806,19.243817951796558,36.568846092956335,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1334.5660922378906,1297.729298337915,1861.9102397492563,410.38631872847213,108.28267347906598,0.0,0.0,7092694.48762196 
 10/31  06:00:00,8.5,,6.511018941732406,14.346556418189857,49.90746771255352,18.990908303417708,27.513014012548325,18.868371494366894,27.724394540269103,19.20902166598894,36.64634934211947,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1278.9252930689117,1282.6574419553556,1861.9102397492563,359.99883209811327,95.51927907275565,0.0,0.0,7046746.267759243 
 10/31  07:00:00,8.2,,6.1475890758202505,14.228992548513627,50.25440818868236,18.86280243803625,27.715019090259325,18.74407146486461,27.92151582067835,19.174001047586327,36.701238462061816,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1295.8038658981818,1291.889103961183,1861.9102397492563,339.673663176932,90.61513710328636,0.0,0.0,7029091.356669154 
 10/31  08:00:00,8.3,,6.325673338679724,14.233447614361985,50.2744011677283,19.850028968472802,26.08181536354995,19.641340518990027,26.421347185506896,19.14468234145496,36.79363821340527,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,3062.3113611976896,2951.0176349453523,1861.910239749256,5220.320562718916,1325.072910393478,0.0,0.0,11473139.340513844 
 10/31  09:00:00,10.5,,7.5215803592132024,14.416937249313852,49.679141928098645,20.062711822044495,25.738624461079002,19.835286621660412,26.103933610586616,19.12154757697901,36.8456201415958,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,660.4473848809547,895.3257825580787,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 10/31  10:00:00,11.9,,8.166777683105602,14.700209221236877,48.75255253852052,20.467268232891918,25.08991707253847,20.315516412008947,25.326329904372756,19.120124043314032,36.829269748612916,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,162.17530236594075,355.9583422526189,1861.9102397492563,0.0,0.0,0.0,0.0,7250163.029678713 
 10/31  11:00:00,19.0,,13.14488311338176,15.453712017582303,46.47302279591922,21.366853423962958,23.75420756127317,21.33757524607782,23.79805083002174,19.166492322249464,36.74140250165914,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,0.0,25.892627415776737,1861.910239749256,0.0,0.0,0.0,0.0,7805756.298553254 
 10/31  12:00:00,21.0,,13.922307973115837,16.489248502241345,43.504608589940375,22.274804164167833,22.474179102375718,22.475245735111976,22.20305687000168,19.25651401315044,36.53816965809156,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,343.2646045527112,122.02665301450395,1861.9102397492563,236.99247050198454,51.55070749383644,0.0,0.0,7876570.797006694 
 10/31  13:00:00,21.8,,14.5607966078612,17.69902058101451,40.25605601885824,22.96492329171298,21.527507523445067,23.316373502100017,21.075401233852446,19.39424664837579,36.18736531756156,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,743.4053549479247,212.33161895341857,1861.9102397492566,205.83962925926005,44.754411926725254,0.0,0.0,7492014.186796815 
 10/31  14:00:00,23.0,,14.709941662614112,18.9735049714148,37.118096378058034,23.574760849163045,20.72655486047925,24.07784241057035,20.109122335980278,19.60474164747422,35.67978133369167,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,947.679091696229,173.29535525104671,1861.9102397492566,154.45789165944993,33.63011636091116,0.0,0.0,7304323.428461502 
 10/31  15:00:00,23.0,,14.212219720276456,19.938151740456558,34.95472036940879,23.89708894658494,20.32781960172921,24.505567845812667,19.59946535760613,19.769529164420952,35.31658423236203,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1245.8506411016742,237.29566488859962,1861.9102397492563,155.85184682080117,33.96134890285389,0.0,0.0,7037671.027116066 
 10/31  16:00:00,22.1,,14.01063119965008,20.532031564079947,33.68002272554898,23.988834969241896,20.209564165381305,24.617758368676174,19.461993798232392,19.935088052157674,34.94505485116788,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1477.8024719454029,388.6243714510621,1861.910239749256,114.47054439159967,24.982425533364392,0.0,0.0,6792813.595017435 
 10/31  17:00:00,20.0,,13.111999531415,20.460575168963604,33.80494063143402,23.77365374519539,20.459176755082478,24.28428707431926,19.84141224467284,20.086743357831836,34.595124524552475,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1827.6300175382903,859.7789134590084,1861.9102397492563,315.3736832724871,68.71964932165251,0.0,0.0,6950267.600655273 
 10/31  18:00:00,18.0,,12.312049044118858,19.74429196234706,35.41194758428231,23.35864740359254,21.020093092131884,23.689612226220998,20.605288292936244,20.203106007483875,34.41605779730658,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1890.9403569388833,1169.6453083291835,1861.910239749256,533.1440916412679,120.51165844060301,0.0,0.0,7136718.833483494 
 10/31  19:00:00,14.1,,11.167804361868336,18.98909524528502,37.17201256449507,22.861337821657962,21.695212631400423,23.092659350869532,21.39362662147645,20.29350083546494,34.27713150533626,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1748.394684834371,1187.4767454835135,1861.910239749256,553.1517676077077,133.25520319438704,0.0,0.0,7345814.444404241 
 10/31  20:00:00,12.2,,9.937874011737676,18.35565309400183,38.69556541888872,22.434714925188207,22.276151247714992,22.59601921554227,22.059004027477293,20.329717070241376,34.21869430353952,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1560.3364023466256,1123.8069231605198,1861.910239749256,354.7219197445735,88.0855015405902,0.0,0.0,7148306.648496402 
 10/31  21:00:00,11.3,,9.482680318345356,17.86323059510815,39.93153201461547,22.110293949897493,22.731740095614043,22.23932183021701,22.55377300546267,20.342066502031702,34.21008109231384,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1550.8777391989406,1161.4124469752978,1861.9102397492563,454.2763211772548,114.5687717042943,0.0,0.0,7307471.43307598 
 10/31  22:00:00,7.9,,6.533777179905467,17.345291827992867,41.131640277362834,21.787751077308165,23.112592237618287,21.921966551324076,22.923899096742943,20.33359392922815,34.123011965293635,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1623.3802016586355,1216.905980104531,1861.9102397492563,393.83497485178856,105.25632827729603,0.0,0.0,7081799.644895589 
 10/31  23:00:00,4.8,,3.6589313941003083,16.871062351551014,42.241557047712625,21.42763886710388,23.546992737862396,21.572916552995284,23.338423488903643,20.30926203696911,34.0580031628197,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1688.8237359172458,1257.942743150174,1861.9102397492563,453.4998415219091,152.37349405011494,0.0,0.0,7278099.968959001 
 10/31  24:00:00,2.6,11.725403225806462,1.291440649012862,16.466741935766507,43.18855478334929,21.081980781082127,23.967002111615102,21.23631858765679,23.740943622823483,20.276295111198507,34.00736537738717,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1673.571664591574,1231.8622095126543,1861.9102397492563,434.04696927732215,145.41436120373353,0.0,0.0,7251979.762405229 
 11/01  01:00:00,0.5,,-0.987462402624784,15.988878627362777,44.35743903254871,20.708083014976182,24.432001142435432,20.86185067120049,24.20176751555067,20.230796417206353,33.974270107344054,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1726.6864838621198,1278.7189424438802,1861.9102397492563,475.31313670427994,161.07036010328304,0.0,0.0,7311330.418266928 
 11/01  02:00:00,0.5,,-0.8012856683888328,15.711109269033406,45.1278712556309,20.468828835337643,24.781799065373576,20.579301361726028,24.613472544095778,20.182164855279307,34.05858286250597,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1609.151839403275,1238.2660206184041,1861.9102397492563,385.737826296363,133.20608545725872,0.0,0.0,7206197.102286778 
 11/01  03:00:00,0.5,,-0.6161009813979199,15.446600165855708,45.883014515252995,20.303699578545324,25.026736886004187,20.367164745953648,24.928795976148507,20.126980555579035,34.16266168288451,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1672.8501703916806,1360.2002848067518,1861.9102397492563,599.7697939760862,209.03907331045588,0.0,0.0,7492932.019913618 
 11/01  04:00:00,0.4,,-0.5226716048303498,15.228592104697634,46.50880225188745,20.15324573923519,25.249124617952557,20.16849809186553,25.225309111901854,20.068752951727006,34.27035915973903,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1597.8822478296297,1363.6293656241887,1861.9102397492563,571.3704214730832,201.94693250826927,0.0,0.0,7466346.283492483 
 11/01  05:00:00,0.4,,-0.4011286923792999,15.01591633336189,47.130995942718414,19.988796395838605,25.497439718483676,19.964995591755176,25.53506568007023,20.00902705827281,34.38377736027473,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1561.0363352802735,1387.1090119134567,1861.9102397492563,528.2309522314866,188.36476884710132,0.0,0.0,7415120.207055363 
 11/01  06:00:00,0.6,,-0.1579471568865564,14.844359517512075,47.64352693272518,19.846839535331114,25.716638831584604,19.781579425122942,25.820958098848052,19.94785468755722,34.50609318521645,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1510.477729499183,1402.1152470020834,1861.9102397492563,558.0041552129826,199.26245434043707,0.0,0.0,7456347.715880994 
 11/01  07:00:00,0.1,,-0.6148107189011571,14.671533003174202,48.178806195019305,19.69424657693872,25.961845784091025,19.59278107967215,26.125987730598123,19.884632369198435,34.64229946907501,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1461.3826176462896,1410.934054421593,1861.9102397492563,492.67858153897936,177.1786403942892,0.0,0.0,7372939.839219264 
 11/01  08:00:00,0.4,,-0.15940408228634498,14.540561498416668,48.56698331079672,19.87995142295248,25.653228576157932,19.72831952005878,25.89568489471906,19.823565295242222,34.758571555892786,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,2211.391445144477,2132.3445596691035,1861.9102397492563,2978.1722566690587,1044.9157792294723,0.0,0.0,10655271.267686794 
