Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly),HEATING SCHEDULE:Schedule Value [](Hourly),RDC THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RPLUS1 THERMOSTAT SCHEDULE:Schedule Value [](Hourly),COOLING SCHEDULE:Schedule Value [](Hourly),ALWAYS ON DISCRETE:Schedule Value [](Hourly),ALWAYS OFF DISCRETE:Schedule Value [](Hourly),ALWAYS ON CONTINUOUS:Schedule Value [](Hourly),ALWAYS ON:Schedule Value [](Hourly),ADU RDC-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 1:Zone Air Terminal Sensible Heating Rate [W](Hourly),ADU RPLUS1-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 2:Zone Air Terminal Sensible Heating Rate [W](Hourly),FAN CONSTANT VOLUME 1:Fan Electricity Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Electricity Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Electricity Rate [W](Hourly),Electricity:Facility [J](TimeStep) 
 01/01  01:00:00,-5.0,,-5.000005444813285,0.20447702966386183,64.76389225558023,12.035109996032363,28.52218469725128,11.531885021772322,29.486217789052834,13.50054068080583,25.960927244425513,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1105.4881020502098,1670.847814540815,1861.9102397492563,471.75353045962896,189.18201607586917,0.0,0.0,7419836.335682836 
 01/01  02:00:00,-5.0,,-5.000005444813285,0.18707889774579858,64.845666876254,11.907454146238855,28.7633345006199,11.367501290942275,29.80898855986687,13.481199360796467,25.993671075522062,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1061.2700172335237,1684.511449653081,1861.9102397492563,442.6721461728402,177.60172908227094,0.0,0.0,7375949.519020573 
 01/01  03:00:00,-5.0,,-5.000005444813285,0.1704085563220791,64.92412856612599,11.785883814520426,28.995125859402755,11.211821437869808,30.118331772700422,13.45665500572226,26.035291355007338,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1022.690927763773,1699.3567840995333,1861.9102397492563,441.1990865852401,177.01486840031487,0.0,0.0,7373725.442262412 
 01/01  04:00:00,-5.0,,-5.000005444813285,0.1543744034009313,64.99969568370233,11.667743422221829,29.222389565350415,11.061733964947816,30.41996789390209,13.429532788529954,26.081368847449244,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,979.2995680643014,1706.9686267709117,1861.9102397492563,418.9383868080518,168.14295997853094,0.0,0.0,7340102.802463721 
 01/01  05:00:00,-5.0,,-5.000005444813285,0.13885739210172288,65.07291879672724,11.553073756170978,29.444887407383767,10.917181674972198,30.71367962994921,13.400732359433428,26.130397972203205,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,942.1639108282092,1717.0810180884107,1861.9102397492563,405.4195682113349,162.75203176789634,0.0,0.0,7319672.334881152 
 01/01  06:00:00,-5.0,,-5.000005444813285,0.1237267086343712,65.14440728981147,11.441389411764487,29.663416768099864,10.777319605227127,31.00088674943698,13.37016863115013,26.18254198223354,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,907.3941964745918,1726.8308051888691,1861.9102397492563,391.9151208606508,157.36452405994007,0.0,0.0,7299254.8302738555 
 01/01  07:00:00,-5.0,,-5.000005444813285,0.10889068280156075,65.21458851326845,11.3323681022747,29.878487924279813,10.641586371428081,31.282492665842142,13.337906219616439,26.237710308130396,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,875.5090403703168,1737.0061059329514,1861.9102397492563,380.399641035386,152.76867631782324,0.0,0.0,7281837.548009827 
 01/01  08:00:00,-5.0,,-5.000005444813285,0.0947648096263813,65.28149198125418,19.443242060128043,17.861921216333478,18.275955036681893,19.188545897191165,13.306959679618334,26.290759285683187,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,19832.638759234895,18809.80821592544,1861.9102397492572,19706.352542046545,5971.630779731245,18535.243195531526,18535.243195531526,96150526.24841754 
 01/01  09:00:00,-5.0,,-5.000005444813285,0.08463943642454326,65.3294907432392,19.976318635949706,17.169734253445156,19.748851867880372,17.415959471247454,13.275263961075641,26.34520790997828,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,25082.551939352976,22067.21799436709,1861.9102397492566,20865.549750402224,6322.903178538963,25055.93464298294,25055.93464298294,120866695.42057616 
 01/01  10:00:00,-5.0,,-5.000005444813285,0.08478840805320179,65.32878294365781,19.996279261692834,17.148463565491255,20.12648122098784,17.010821717256597,13.250504742384233,26.387823846226013,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,23112.381127960085,19852.812626691994,1861.9102397492563,20865.549750402217,6322.903178538963,20547.621827117535,20547.621827117535,104636769.28346072 
 01/01  11:00:00,-5.0,,-5.000005444813285,0.09174657196587609,65.2957929075364,19.99956176158142,17.144976800765736,20.26482074791004,16.865847970142276,13.24053173281638,26.405011483475793,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,22236.85646025846,18902.571674525152,1861.9102397492563,20865.549750402228,6322.903178538963,18560.642971120724,18560.642971120724,97483645.40187219 
 01/01  12:00:00,-5.0,,-5.000005444813285,0.09966153230147673,65.25828911878439,19.9998706820277,17.1446486454193,20.338089432437272,16.789651508984573,13.246438668473575,26.394828438914526,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,21430.372835006656,18100.10094524871,1861.9102397492563,20865.549750402217,6322.903178538963,16907.24992521194,16907.24992521194,91531430.43660058 
 01/01  13:00:00,-5.0,,-5.000005444813285,0.10525957614721246,65.23177814092162,19.999961665565806,17.144552428287003,20.381592267640976,16.74459373285877,13.262314605461404,26.36748228275012,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,20838.316446347104,17525.359767787217,1861.9102397492563,20865.549750402217,6322.903178538963,15697.954840842427,15697.954840842427,87177968.13287033 
 01/01  14:00:00,-5.0,,-5.000005444813285,0.10868141490851073,65.2155790498665,19.999988591990988,17.144523056826273,20.406527240364642,16.71882903033714,13.282162294898042,26.333338902894234,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,20327.262177682744,17047.040066120742,1861.9102397492563,20865.549750402228,6322.903178538963,14682.188427565388,14682.188427565388,83521209.04507299 
 01/01  15:00:00,-5.0,,-5.000005444813285,0.11053286447811222,65.20681611103632,19.999996593166934,17.14451495437053,20.420317996989677,16.704598076959147,13.303468211351966,26.296743058565582,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,19869.562717325705,16630.72687500537,1861.9102397492563,20865.549750402228,6322.903178538963,13792.367216457713,13792.367216457713,80317852.68508536 
 01/01  16:00:00,-5.0,,-5.000005444813285,0.11113068892470788,65.20398686207209,19.999998979297008,17.144512928766066,20.427442524291227,16.697252248249,13.325155128419219,26.259550507817774,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,19451.3525384921,16258.078596171828,1861.9102397492563,20865.549750402228,6322.903178538963,12992.06173755133,12992.06173755133,77436752.96102238 
 01/01  17:00:00,-5.0,,-5.000005444813285,0.11075546314615292,65.20576262392123,19.999999693259795,17.144511915963374,20.43035544702771,16.694249077537343,13.344632627656619,26.226196889726168,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,19065.366088614046,15919.32679633972,1861.9102397492563,20865.549750402228,6322.903178538963,12261.358091138854,12261.358091138854,74806219.83393747 
 01/01  18:00:00,-5.0,,-5.000005444813285,0.10968083417094754,65.21084863773503,15.497595163651454,22.87285756549156,15.767584164731087,22.484743205811668,13.36078225941454,26.19858147437361,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,2793.4283029686967,2039.5044525807898,1861.910239749256,1463.9363220160824,567.2500538343012,0.0,0.0,8852633.525263585 
 01/01  19:00:00,-5.0,,-5.000005444813285,0.10558637845318099,65.23023114396572,14.074636585103857,24.97084279553655,14.171134793291673,24.81710090756465,13.3802888476858,26.165266754480683,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1618.7084304483892,1290.2527100341044,1861.9102397492566,745.4476438075774,295.3534890851498,0.0,0.0,8346167.375338713 
 01/01  20:00:00,-5.0,,-5.000005444813285,0.09375792974429131,65.28626235290291,13.187065819493597,26.448681016761412,12.95035825597313,26.86267155774527,13.398408625130905,26.13436070998592,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1604.927680069631,1726.5066302343455,1861.9102397492563,892.0668389481955,351.8948432394435,0.0,0.0,8489552.070831459 
 01/01  21:00:00,-5.0,,-5.000005444813285,0.07692714922708763,65.36607955426956,12.673769126776943,27.33668092263363,12.395493353104198,27.840481138174034,13.409896511910471,26.114786527575113,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1414.127299611338,1619.9434412668988,1861.9102397492563,756.8017136129599,298.559669357656,0.0,0.0,8306134.271989863 
 01/01  22:00:00,-5.0,,-5.000005444813285,0.057796113150458996,65.45693635827512,12.428987965508703,27.77865920518289,12.096005767447526,28.39420678527636,13.41374232415254,26.10823729871239,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1186.0184845760896,1499.6373645037506,1861.9102397492563,328.42454548948047,131.31900413487284,0.0,0.0,7200547.867444985 
 01/01  23:00:00,-5.0,,-5.000005444813285,0.03933430141448861,65.5447464769623,12.244795549263525,28.117867462450835,11.852719408604063,28.854118511980737,13.409340015191397,26.11573337490651,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1134.9837470671819,1539.0564437704068,1861.9102397492563,333.79314181416004,134.15076310255307,0.0,0.0,7211279.629681534 
 01/01  24:00:00,-5.0,-5.0,-5.000005444813285,0.021784322688390645,65.62834329189846,12.112968303124475,28.363291101041476,11.668962476369291,29.206770064159436,13.399263040940454,26.132901753908993,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1171.473628494462,1644.2115136426446,1861.9102397492563,478.33660843808025,191.80193356744186,0.0,0.0,7429765.263928439 
 01/01  01:00:00,5.3,,4.80101949418975,9.732782433887797,68.69170606983415,12.254806584188412,57.457477587605545,12.051503243795487,58.23202205599212,13.539486846179074,53.402845316952565,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,998.3856507907133,1154.7608528606363,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  02:00:00,6.5,,6.0523239221897205,9.681640602584618,68.89953430776,12.215810480529045,57.58132999161596,12.000290998719503,58.404813133172105,13.523457818389474,53.43654056574866,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,906.3788012659062,1092.374517029388,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  03:00:00,6.6,,6.075029170490199,9.711325581155462,68.74357806795078,12.198937217736873,57.629629125972684,11.96903532083493,58.509389312789814,13.5083668352563,53.474541481784065,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,860.768537745306,1073.293146021272,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  04:00:00,6.5,,5.976999200666943,9.69650931912802,68.8043753185794,12.17558362368525,57.71190954828964,11.942449957149712,58.60558457425662,13.492892523303997,53.52255106291999,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,860.4430377563026,1077.6084186521346,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  05:00:00,6.3,,5.9300934099875935,9.656786702273324,68.97288935861512,12.148948855459452,57.80039647063021,11.915016550780576,58.698725505593586,13.477415734854944,53.56467039445454,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,863.3646120172698,1081.2773906762368,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  06:00:00,6.4,,6.02860430185174,9.636148925739617,69.04279918181658,12.127613133483303,57.86006839352662,11.8902127771998,58.77292889460316,13.462432660082387,53.59698396722069,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,854.0607665167996,1078.1450681100669,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  07:00:00,6.6,,6.074852599167119,9.628326704216803,69.08049318702069,12.109670336073169,57.9296753666242,11.868688201797779,58.85767838937931,13.447857974257108,53.64901462690979,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,845.8506552695155,1076.1227376087045,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  08:00:00,6.2,,5.757246569412657,9.587360883244836,69.28074326934791,12.078854438821432,58.0556328637236,11.839553860685609,58.97933263745395,13.432525210819684,53.71026365258695,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,864.2450823971211,1089.6775282053186,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  09:00:00,7.0,,6.462457473030355,9.621041827759434,67.96836822823366,12.081892280472278,57.07354399550072,11.832363611594792,58.0207670580409,13.418886888526142,52.85924129654762,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,809.975226977033,1057.1788983743809,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  10:00:00,7.0,,6.313024002681038,9.652607630947497,68.99922112598172,12.090090379166794,58.030818260357094,11.8466493268579,58.97016001753701,13.405611756384543,53.82144755991951,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,793.7140207923039,1034.4211926757032,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  11:00:00,7.7,,6.756286723569156,9.726679194642015,68.66303938921925,12.127068840300316,57.89486423952928,11.89137345649618,58.80165965128609,13.394421362189865,53.865634327608404,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,751.1265074625752,986.4813253997785,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  12:00:00,8.9,,7.830520783537044,9.898454967769883,67.87480244816429,12.215418298665185,57.55783901435599,11.980577267189483,58.45542610349719,13.387945014936468,53.88730468348316,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,672.733048014546,917.3031692037396,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  13:00:00,10.2,,8.815735672804422,10.092522758464515,66.94453408949408,12.323937040252105,57.10272647097311,12.090413787258983,57.98741145436293,13.386185678998782,53.85051827052869,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,640.2879317672748,887.3004080062315,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  14:00:00,11.0,,9.38314863602218,10.232926553759823,65.27291707777941,12.37408351178218,55.918108314938195,12.143444296784505,56.771158037243495,13.387614139886994,52.99652676689267,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,558.5511626548525,812.330529377994,1861.9102397492563,0.0,0.0,0.0,0.0,7158307.563860513 
 01/01  15:00:00,9.1,,7.064857860287941,10.100262109621017,65.86368430094122,12.352341320827655,55.982341285768264,12.156903475486248,56.70668926213972,13.384443566377398,53.01455909539956,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,857.2362118847512,1021.1969368299425,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  16:00:00,9.1,,7.511123067528995,10.039282800213552,67.09812460455088,12.343672156513316,56.83267618172917,12.149198626481061,57.56513889419208,13.381421111828168,53.79870139157133,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,862.611211238941,1024.4851450693163,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  17:00:00,10.7,,9.110047763435865,10.177354231008668,66.48014556367566,12.398323793082344,56.6301521852284,12.175353927893088,57.46714799932159,13.381178762970581,53.79900901302962,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,759.4439604033133,975.5825157644938,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  18:00:00,10.0,,8.43746241075029,10.195357276169975,65.42774159247031,12.403696608323205,55.78152394511697,12.181019662024243,56.604667449554235,13.377984351345965,53.02220633705254,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,818.591183990631,1026.443165342118,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  19:00:00,8.6,,7.458071998697149,10.066917490789878,66.98625242159392,12.350694194841472,56.819020699052224,12.145935908180064,57.58984251296643,13.370892578584689,53.84546231777352,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,914.6012769724558,1084.1883013842175,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  20:00:00,9.0,,7.9180937457491325,10.040619687798836,66.1001110399148,12.330412599078901,56.04337080071339,12.12202772504568,56.817416993026235,13.364290239406394,53.06251050681116,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,874.5636966613081,1054.6369725395002,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  21:00:00,9.0,,7.9180937457491325,10.06061401285288,66.01165862264149,12.32214607499089,56.07384261488222,12.109020101047355,56.86613033213624,13.357239978955079,53.08692291499837,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,852.0850168802345,1041.8936830938007,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  22:00:00,7.3,,5.973545934078697,9.874142729690837,67.87096732501227,12.227480278762238,57.29302767608944,12.038262314179645,58.01163104428056,13.34436015519047,53.94965683456069,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,990.2435903834512,1127.6590267475972,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  23:00:00,7.3,,6.053053925332837,9.756439137600724,68.40081202386816,12.155453543593142,57.558403418599156,11.966227103515521,58.280776626922794,13.33085115278548,53.99068116009441,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,971.3127026818889,1111.2590564257603,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/01  24:00:00,9.0,,7.587270259041183,9.880815501854485,67.80425408983768,12.178639596838863,57.44675731664823,11.959807561238165,58.28129181507684,13.321344047610818,54.001792284869666,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,815.0731443442181,1017.923632130945,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/02  01:00:00,7.4,,5.827258947751912,10.024590623482435,67.15739707074833,12.260761059796083,57.1399302497827,11.999215096563399,58.13295199499119,13.317516657239747,54.018014625759,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,695.8084362604329,975.2906666104805,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/02  02:00:00,7.4,,5.1761168355557565,10.029460581531211,67.15518520356471,12.284450734330902,57.06766307209522,12.024608984558665,58.05271833976764,13.310744368741062,54.057745048025,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,759.1414853253509,1027.772560057465,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/02  03:00:00,7.3,,4.920295254387803,10.012861916153,67.22173965225257,12.292426754028428,57.0308029091279,12.036461867181199,58.00033213594603,13.302083879082206,54.081747282058124,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,786.2243221600472,1045.736823125826,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/02  04:00:00,7.0,,5.132266662337907,9.980803757492634,67.3635569234573,12.274079662733246,57.0973806971052,12.024836646299507,58.042454038285996,13.293820807401236,54.1087346566073,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,832.371534037369,1076.1816598601504,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/02  05:00:00,6.9,,4.878708320049169,9.959479483990053,67.40940595839065,12.255053201795196,57.12612988527689,12.005264466384107,58.0739133790763,13.286014923896303,54.09579749333558,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,838.6081611433319,1082.3647837674641,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/02  06:00:00,6.9,,4.9592658261841835,9.94749189433263,67.49226502194644,12.238425752439715,57.21298743181556,11.986996417785683,58.1686320273417,13.278281499765699,54.14611910329894,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,834.2558412038416,1080.925406783381,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/02  07:00:00,6.8,,4.867479627300693,9.948804849079668,67.53138592598344,12.229998526552839,57.282954262301345,11.974483806675828,58.255525709053146,13.27038129919933,54.210222944925945,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,819.5501425636284,1073.9880683760753,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/02  08:00:00,6.8,,4.947688323000015,9.646211504671662,68.96537483922067,19.69146144208924,35.52991789178798,19.793085766479237,35.31248665052632,13.250713705820473,54.31665148168445,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,16901.74270594751,14524.007854084613,1861.9102397492566,23617.54751843203,5343.427289958432,7334.341677768881,7334.341677768881,53185794.002612755 
 01/02  09:00:00,7.5,,5.92238767983159,9.65700936485755,68.93014912778918,19.971668481801466,34.795651069007135,20.515842809373645,33.64457498147065,13.241115366030865,54.36387687495048,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,22884.217760293483,19065.25902948714,1861.910239749256,40332.47584968967,8282.067019111997,310.368599920507,310.368599920507,37635645.091614336 
 01/02  10:00:00,6.9,,4.802372851004804,9.579694462091876,69.40403482819576,19.99551857452041,34.799769291459654,20.85398702453419,33.003435462380445,13.237190251161849,54.46788606976682,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,21156.829781423756,17120.635204100938,1861.9102397492563,36709.77007457201,7760.920450564497,0.0,0.0,34642190.48512951 
 01/02  11:00:00,6.2,,5.082646616471645,9.648907149802724,69.13201346838906,19.999462576569414,34.81711130606114,20.986419980359482,32.759885394511265,13.254397256814388,54.44622240435793,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,19049.331867779776,15110.77784383367,1861.9102397492563,32424.774589797365,7102.8667700094875,0.0,0.0,32273197.23513148 
 01/02  12:00:00,6.3,,3.2189239817830786,9.69904190389991,68.90028062819248,19.999838587462396,34.816914532004105,21.090233832998756,32.552078795772196,13.293434684198997,54.30819034967338,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,17728.384273843178,13818.45052229694,1861.9102397492563,29833.213250458542,6638.523450695274,0.0,0.0,30601561.285600312 
 01/02  13:00:00,6.2,,3.050881036907297,9.893684574015532,68.00135895194022,19.999951054780418,34.81422060265018,21.143769772797924,32.442967682182605,13.353673709281605,54.09130688494358,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,16673.94559639981,12828.3167842954,1861.9102397492563,27716.690698435643,6262.984817129535,0.0,0.0,29249622.20476365 
 01/02  14:00:00,6.5,,3.4750970277877404,10.262763799646445,66.34691151208263,19.99999188940518,34.81622694715115,21.17580553191773,32.381196111139644,13.422585831131641,53.852026898373225,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,15469.167363413486,11738.328834121989,1861.9102397492563,25371.320026002293,5800.955278817413,0.0,0.0,27586315.866840012 
 01/02  15:00:00,6.1,,3.678271862691714,10.55175733426915,65.0851844282707,19.999998955680464,34.820417078644454,21.174713946026458,32.387285715826955,13.49751612042537,53.5960642059772,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,14765.25420010662,11129.638131389485,1861.9102397492563,24025.610210489605,5574.268254303922,0.0,0.0,26770242.578591444 
 01/02  16:00:00,6.4,,4.7352651010374185,10.79624604857515,64.06754389437181,19.999999673422202,34.83900817552271,21.131913117456783,32.489843997682804,13.568347648664487,53.3777930090088,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,14175.256645254396,10679.027681640886,1861.9102397492563,22931.49167727492,5338.327297240081,0.0,0.0,25920855.13316161 
 01/02  17:00:00,4.8,,3.166739480484334,10.591875735762416,64.97143496553008,19.99999989736193,34.85269067745366,21.078701728261457,32.60899974507823,13.63689935011052,53.160932399489894,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,14523.534997518113,11056.658421571028,1861.9102397492563,23642.591078229667,6022.353670504181,0.0,0.0,29418328.428919293 
 01/02  18:00:00,3.8,,2.3036849293074186,10.167193682768632,66.87428917267246,16.592926456332034,43.300922008888946,17.440455932412053,41.045611701091595,13.693558738765963,52.98931784289407,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,3328.455202899613,1679.9864958927806,1861.9102397492557,1553.1551753041151,497.4170092025011,0.0,0.0,8579905.405319115 
 01/02  19:00:00,2.8,,1.8296663113086218,9.884591416982554,68.21614990696631,15.376430528302182,46.514849849045035,15.94428298633198,44.85344655586307,13.742875047981912,52.8705873825532,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1992.947561016606,974.3085457302006,1861.910239749256,751.1940973067075,254.94458689569237,0.0,0.0,8271107.119896132 
 01/02  20:00:00,2.2,,1.3186218464281065,9.621105752382608,69.44726155851336,14.611264233298984,48.678135462024876,14.93272076524089,47.67657588218598,13.784096883193563,52.739626402058285,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1908.521015783799,1197.349440348914,1861.9102397492563,756.9891246969335,259.44073746388966,0.0,0.0,8161689.774235665 
 01/02  21:00:00,1.9,,0.9045009912854495,9.401777154977513,70.51622633920039,14.098352480006803,50.18677178080723,14.421005490219038,49.14481209309136,13.812117770650378,52.671652214934696,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1869.1233514009828,1161.506272224669,1861.9102397492563,712.6322296851204,242.3060824184053,0.0,0.0,8126375.918428001 
 01/02  22:00:00,1.9,,0.6516346384102664,9.216942909437254,71.43900738274773,13.82518462262238,51.10558528086696,14.133961924803465,50.09187006132825,13.828936537923237,52.64316026292924,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1691.2810429744923,1027.0640761411946,1861.9102397492563,344.2496906454009,116.08307405232752,0.0,0.0,7141286.860153501 
 01/02  23:00:00,1.3,,0.392745854861688,9.0575525211199,72.2415868598838,13.62787570739998,51.798540363385534,13.89570232873977,50.904924480395664,13.831762703066543,52.65568168057,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1646.2089604898886,1046.233659693259,1861.9102397492563,335.87083943533673,117.10315639789079,0.0,0.0,7145419.42295357 
 01/02  24:00:00,1.4,,0.7951628594928849,8.979285041593817,72.65719250909814,13.523959857488071,52.177196654632354,13.739015039765505,51.45175648563865,13.828741004243618,52.689805511100204,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1636.7911971570293,1113.1270871756026,1861.9102397492563,494.6583676897412,175.70538396511517,0.0,0.0,7367153.517827281 
 01/03  01:00:00,1.1,,0.5634412415426667,9.244618583889055,71.38370103886146,13.634977412371612,51.812748071641956,13.688399708518743,51.632689248108434,13.843410024518734,52.65120860412118,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1189.696062527558,955.4160373293829,1861.9102397492563,393.3484179142977,140.94521447544602,0.0,0.0,7235829.074054467 
